Unnamed: 0,image1,image2,image3,image4,image5,loc_dirty,Is there trash?,Is there garbage?,Is there waste?,Is there junk?,Is there residue?,Is there rubbish?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of junk?,Is there a lot of residue?,Is there a lot of rubbish?,Is there any type of trash?,Is there any type of garbage?,Is there any type of waste?,Is there any type of junk?,Is there any type of residue?,Is there any type of rubbish?,Are there any bottles on the ground?,Are there any bags on the ground?,Is there any plastic on the ground?,Is there any paper on the ground?,Are thre any leaves on the ground?,Are there plants on the ground?,Are there any branches on the ground?,Is there any metal on the ground?,Are there any packages on the ground?,Is there any stuff on the ground?,Are there any times on the ground?,Are there any objects on the ground?,Is there anything in the water?,Are there small items on the ground?,Is there a lot of water?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there bricks?,Are there walls?,Is the ground empty?,Is the ground sand?,Are there stones?,Is there concrete,Is the ground clean?,Are there shadows on the ground?,Are there dark and light areas on the ground?,Are there houses?,Does the ground have different colors?,Are there people?,Are there clothes?,Is there laundry?,Are there animals?,Are there birds?,Are there trees?,nlvr_class1,nlvr_class2,nlvr_class3,nlvr_class4,nlvr_class5,scaled_loc_dirty
39,1640607809048.jpg,1640607814519.jpg,1640607822079.jpg,1640607827319.jpg,1640607832530.jpg,3,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.0,0.4,0.2,0.0,1.0,0.8,0.2,0.0,1.0,0.0,0.6,0.2,0.8,1.0,0.8,0.0,0.8,0.4,0.4,1.0,1.0,0.6,0.6,0.8,0.8,0.6,1.0,0.0,0.6,0.4,1.0,1.0,1.0,0.6,1.0,0.2,1.0040338141843677,0.8827404803596437,0.8331014774739742,0.8484223582781851,1.7218712642788887,2.0
40,1640608161463.jpg,1640608167100.jpg,1640608176545.jpg,1640608184615.jpg,1640608190064.jpg,1,0.2,0.4,0.4,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.6,0.6,0.0,0.8,0.8,0.2,0.0,1.0,0.4,0.8,0.0,0.8,1.0,1.0,0.0,0.6,0.8,0.8,0.4,0.8,0.4,0.8,0.4,0.8,0.4,0.4,0.0,0.8,0.4,1.0,0.8,1.0,0.4,0.6,0.2,0.8819221798330545,0.7958705574274063,0.7586563881486654,0.8239938300102949,1.7331633418798449,1.0
41,1640610267470.jpg,1640610273325.jpg,1640610282953.jpg,1640610295198.jpg,1640610312240.jpg,6,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,0.8,1.0,1.0,1.0,1.0,0.8,0.6,1.0,0.6,1.0,0.6,1.0,1.0,0.6,0.4,0.2,1.0,0.6,1.0,0.8,0.8,0.0,0.4,1.0,1.0,0.2,0.0,0.8,0.2,1.0,1.0,0.8,0.2,0.0,0.4,3.885031700134277,3.675552397966385,3.527688443660736,3.393578499555588,4.1065765023231515,3.0
42,1640610524401.jpg,1640610534759.jpg,1640610547847.jpg,1640610558715.jpg,1640610579463.jpg,4,1.0,1.0,1.0,0.2,1.0,0.8,0.8,0.8,0.8,0.2,0.8,0.6,1.0,1.0,1.0,0.4,0.8,0.6,0.6,0.4,0.8,0.8,0.6,1.0,1.0,0.4,0.4,1.0,0.2,0.8,0.4,0.8,0.8,0.2,0.0,0.4,0.6,0.4,0.2,0.8,1.0,0.2,0.2,0.4,0.8,0.6,0.0,0.6,0.0,1.0,1.0,0.8,0.8,0.4,0.6,4.2369837164878845,4.039761304855347,3.910298824310303,3.659419089555741,4.1557533740997314,2.0
43,1640611021855.jpg,1640611028193.jpg,1640611034705.jpg,1640611042708.jpg,1640611084734.jpg,6,0.6,0.6,0.8,0.4,0.8,0.6,0.2,0.2,0.4,0.0,0.2,0.2,0.4,0.4,0.6,0.0,0.6,0.0,0.4,0.0,0.4,0.4,0.2,1.0,0.8,0.2,0.2,1.0,0.4,0.8,0.4,0.8,0.8,0.6,0.0,0.8,0.6,0.6,0.8,1.0,0.6,0.8,0.4,0.4,0.6,0.4,0.0,0.8,0.2,1.0,1.0,0.8,0.6,0.4,0.8,2.53877891600132,2.3635896965861316,2.2665384486317635,2.0881293937563896,2.8630098104476933,3.0
44,1638849854326.jpg,1638849877317.jpg,1638849900812.jpg,1638849912969.jpg,1638849947303.jpg,6,0.8,0.8,1.0,0.4,0.8,0.6,0.2,0.2,0.2,0.0,0.6,0.4,0.8,0.8,0.4,0.4,0.8,0.4,0.2,0.0,0.2,0.6,0.4,1.0,1.0,0.2,0.0,1.0,0.0,1.0,0.2,0.8,0.8,0.6,0.2,0.0,0.0,0.0,0.8,0.4,0.6,0.0,0.4,0.0,1.0,0.4,0.2,0.0,0.8,1.0,1.0,1.0,0.6,0.4,0.0,2.1484008533880115,2.422172401100397,2.0373296942561865,2.170688256621361,2.782303400337696,3.0
45,1638850247009.jpg,1638850270388.jpg,1638850282560.jpg,1638850300065.jpg,1638850328729.jpg,3,0.4,0.4,0.6,0.4,1.0,0.6,0.2,0.2,0.2,0.2,0.6,0.2,0.4,0.4,0.4,0.2,1.0,0.2,0.4,0.0,0.4,0.4,0.2,0.4,1.0,0.4,0.2,1.0,0.6,1.0,0.0,1.0,1.0,0.6,1.0,0.0,0.0,0.0,1.0,0.4,0.8,0.0,0.8,0.6,1.0,0.0,0.0,0.0,0.8,0.4,0.6,0.4,0.4,0.2,0.0,1.4698872598819437,1.5955011886544526,1.4283946873620152,1.4673632942140102,1.806467529386282,2.0
46,1638850447765.jpg,1638850457983.jpg,1638850468692.jpg,1638850479375.jpg,1638850527077.jpg,3,1.0,1.0,1.0,0.8,1.0,1.0,0.8,0.6,0.8,0.6,0.8,0.6,0.8,0.8,1.0,0.8,1.0,0.8,0.2,0.0,0.2,0.6,0.8,0.8,1.0,0.2,0.2,1.0,0.2,1.0,0.0,1.0,1.0,0.8,0.6,0.0,0.4,0.0,0.6,0.4,0.8,0.0,0.6,0.4,1.0,0.2,0.2,0.4,1.0,1.0,1.0,0.8,0.4,0.4,0.0,3.209228052874096,3.3336561240721494,3.101340430555865,3.0252089835703373,3.3075208850204945,2.0
47,1638850640914.jpg,1638850665368.jpg,1638850675895.jpg,1638850688799.jpg,1638850699109.jpg,1,0.8,0.8,1.0,0.2,1.0,1.0,0.2,0.0,0.2,0.0,1.0,0.2,0.6,0.6,0.6,0.2,1.0,0.8,0.4,0.2,0.8,0.8,0.2,0.6,0.6,0.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,0.2,0.8,0.0,0.2,0.0,0.6,0.2,1.0,0.0,0.8,0.6,1.0,0.2,0.2,0.0,0.8,0.6,0.6,0.6,0.6,0.6,0.0,1.7510798019357026,1.8549167681485412,1.6594143770635128,1.6851901048794389,1.9517416805028915,1.0
48,1638850817979.jpg,1638850829160.jpg,1638850843745.jpg,1638850859091.jpg,1638850872559.jpg,4,0.8,0.8,1.0,0.6,1.0,0.8,0.2,0.2,0.4,0.0,1.0,0.4,0.8,0.6,0.6,0.6,1.0,0.8,0.0,0.2,0.6,0.8,1.0,0.8,1.0,0.4,0.4,1.0,0.4,1.0,0.0,1.0,1.0,0.6,0.8,0.0,0.0,0.0,0.8,0.4,0.6,0.0,1.0,0.4,1.0,0.2,0.0,0.0,0.8,1.0,0.6,0.4,0.8,0.8,0.0,3.6666269004344936,3.9075517654418954,3.451857089996338,3.3209877610206604,3.727845251560211,2.0
49,1638850978262.jpg,1638850989304.jpg,1638851057180.jpg,1638851025350.jpg,1638851036757.jpg,0,0.6,0.6,0.6,0.4,0.8,0.8,0.2,0.2,0.2,0.0,0.6,0.4,0.4,0.6,0.6,0.2,0.8,0.4,0.0,0.0,0.4,0.4,0.2,0.2,0.8,0.6,0.2,1.0,0.0,0.8,0.2,0.8,0.8,0.6,0.8,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.6,0.4,1.0,0.0,0.0,0.0,0.8,0.8,0.6,0.6,0.6,0.4,0.0,2.1594206877052784,2.3726127727422863,1.9466231665574012,1.8150854334235191,2.211961705237627,1.0
50,1638851180947.jpg,1638851196790.jpg,1638851222958.jpg,1638851233989.jpg,1638851249605.jpg,0,0.6,0.8,0.6,0.2,0.8,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.6,0.6,0.2,0.2,0.8,0.2,0.4,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.8,0.6,0.8,0.0,0.6,1.0,0.8,1.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.0,1.0,0.2,0.0,0.4,1.0,0.8,0.6,0.6,0.8,0.6,0.0,0.7845484507270157,0.8982443374115974,0.7539458118844777,0.8518523178063333,1.2250846400856972,1.0
51,1638851407750.jpg,1638851428463.jpg,1638851465546.jpg,1638851495085.jpg,1638851506310.jpg,1,1.0,1.0,1.0,0.6,1.0,1.0,0.8,0.8,1.0,0.6,1.0,0.8,1.0,1.0,1.0,0.6,1.0,1.0,0.6,0.4,0.8,0.8,0.6,0.4,0.8,0.2,0.6,1.0,0.8,1.0,0.0,1.0,1.0,1.0,0.6,0.2,0.4,0.0,0.6,0.0,0.8,0.0,0.4,0.0,1.0,0.4,0.0,0.4,0.6,0.4,0.4,0.4,0.6,0.2,0.0,4.687507808208466,4.772248089313507,4.5346073508262625,4.389242947101593,4.590366780757903,1.0
52,1638851600269.jpg,1638851617191.jpg,1638851638035.jpg,1638851649215.jpg,1638851662836.jpg,2,1.0,1.0,1.0,0.6,1.0,1.0,0.8,0.6,0.6,0.2,1.0,0.8,1.0,1.0,1.0,0.6,1.0,1.0,0.6,0.2,1.0,0.8,0.6,0.8,1.0,0.6,0.6,1.0,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.0,0.4,0.0,0.2,0.0,0.8,0.0,0.4,0.2,1.0,0.0,0.0,0.6,0.4,1.0,0.8,0.8,0.2,0.4,0.2,2.907694101333618,3.229814440011978,2.6971162259578705,2.670545309782028,3.296589434146881,1.0
53,1638851909795.jpg,1638851934065.jpg,1638851949211.jpg,1638851961327.jpg,1638851975809.jpg,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.6,0.4,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.6,0.8,0.6,0.4,1.0,0.8,0.2,1.0,0.2,1.0,0.0,1.0,1.0,0.2,1.0,0.0,0.2,0.0,0.8,0.4,0.2,0.0,0.8,0.4,1.0,0.0,0.0,0.4,0.8,0.8,0.8,0.2,0.8,0.8,0.0,2.7043303744867444,2.843573347665369,2.6311010140925646,2.6463148230686784,2.994089988991618,1.0
54,1638852208054.jpg,1638852222998.jpg,1638852239887.jpg,1638852266683.jpg,1638852281235.jpg,2,1.0,0.8,0.6,0.2,1.0,0.8,0.4,0.2,0.4,0.2,1.0,0.4,0.6,0.6,0.4,0.2,1.0,0.6,0.0,0.0,0.2,0.6,0.4,0.6,0.6,0.4,0.0,1.0,0.2,0.8,0.2,0.8,0.8,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.6,0.0,1.0,0.0,0.0,0.2,0.8,0.8,0.8,0.8,0.8,0.4,0.0,1.932299740437884,2.0165930973598734,1.8619615009520205,1.8566192341968415,2.1115128230303526,1.0
55,1638852504340.jpg,1638852516886.jpg,1638852533435.jpg,1638852557358.jpg,1638852587891.jpg,6,1.0,1.0,1.0,0.8,1.0,1.0,0.8,0.6,0.6,0.4,1.0,0.8,1.0,1.0,0.8,0.8,1.0,0.8,0.6,0.2,0.6,0.6,0.4,0.2,0.8,0.6,0.2,1.0,0.4,1.0,0.2,1.0,1.0,0.2,1.0,0.0,0.2,0.0,0.8,0.0,0.8,0.0,1.0,0.0,1.0,0.4,0.4,0.2,0.8,1.0,0.8,0.4,0.4,0.4,0.0,3.0707755032926802,3.2082271445542574,2.9549300093203783,2.9205388538539414,3.183253601193428,3.0
56,1638852755880.jpg,1638852775289.jpg,1638852792883.jpg,1638852807601.jpg,1638852820185.jpg,2,0.8,0.8,0.8,0.2,1.0,0.8,0.8,0.2,0.4,0.2,1.0,0.6,0.4,0.6,0.4,0.2,1.0,0.6,0.4,0.0,0.4,0.8,0.6,0.8,0.8,0.4,0.2,1.0,0.2,1.0,0.0,1.0,1.0,0.8,0.6,0.2,0.2,0.0,0.2,0.0,0.6,0.0,0.4,0.4,1.0,0.4,0.2,0.2,0.8,0.8,0.8,0.6,0.6,0.6,0.0,2.0444345701253037,2.0779796713031833,2.049228214542381,2.093421397730708,2.28891733661294,1.0
57,1638853048847.jpg,1638853063272.jpg,1638853079926.jpg,1638853093192.jpg,1638853104600.jpg,3,0.6,0.8,0.6,0.4,1.0,0.8,0.6,0.4,0.4,0.2,1.0,0.4,0.6,0.6,0.6,0.4,1.0,0.4,0.2,0.2,0.2,0.6,0.0,0.4,1.0,0.0,0.2,1.0,0.2,0.8,0.0,1.0,1.0,0.6,0.6,0.0,0.0,0.0,0.4,0.4,0.8,0.0,0.4,0.4,1.0,0.2,0.6,0.2,0.8,1.0,0.4,0.4,0.4,0.4,0.0,2.312347345519811,2.429718684637919,2.243185554398224,2.2388410954736173,2.492586022242904,2.0
58,1638853336263.jpg,1638853349449.jpg,1638853368642.jpg,1638853384462.jpg,1638853398846.jpg,2,0.6,0.6,0.8,0.4,1.0,0.8,0.2,0.2,0.4,0.0,0.8,0.4,0.4,0.6,0.6,0.6,0.8,0.4,0.6,0.0,0.6,0.8,0.6,0.6,0.8,0.6,0.0,1.0,0.6,1.0,0.0,1.0,1.0,0.2,0.8,0.0,0.2,0.0,0.8,0.4,1.0,0.0,0.6,0.8,1.0,0.4,0.4,0.2,0.8,0.8,0.6,0.6,0.4,0.2,0.0,0.10279346443712713,0.1614660620689392,0.1281502314377576,0.2002185247838497,0.4340481460094452,1.0
59,1638853577715.jpg,1638853591687.jpg,1638853602585.jpg,1638853617615.jpg,1638853638826.jpg,2,0.6,0.6,0.6,0.2,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.2,0.2,0.2,1.0,0.4,0.0,0.0,0.2,0.6,0.2,0.6,0.8,0.0,0.0,1.0,0.2,1.0,0.2,1.0,0.8,0.4,0.8,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.6,0.4,1.0,0.0,0.0,0.0,0.8,0.4,0.6,0.6,1.0,0.6,0.0,0.10708066658116876,0.1706173005513847,0.13298624847084284,0.1970884706825018,0.43665891140699387,1.0
60,1638853807147.jpg,1638853825988.jpg,1638853842942.jpg,1638853857768.jpg,1638853881514.jpg,7,0.8,0.8,1.0,0.4,1.0,0.6,0.4,0.4,0.4,0.4,1.0,0.6,0.4,0.6,0.4,0.4,1.0,0.4,0.4,0.2,0.8,0.6,0.4,0.4,1.0,0.6,0.4,1.0,0.4,1.0,0.2,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.4,0.4,0.6,0.0,0.4,0.2,1.0,0.2,0.0,0.0,0.4,0.6,0.4,0.4,0.4,0.6,0.0,2.892641616985202,3.1059875395148997,2.6790693067014217,2.5437703467905517,2.971339151263237,4.0
61,1638854042445.jpg,1638854059727.jpg,1638854077111.jpg,1638854092809.jpg,1638854111433.jpg,4,1.0,1.0,1.0,0.6,1.0,1.0,0.8,0.8,0.6,0.2,1.0,1.0,1.0,1.0,0.8,0.6,1.0,0.8,0.6,0.0,1.0,1.0,0.2,0.2,0.8,0.6,0.0,1.0,0.2,1.0,0.0,1.0,1.0,0.4,1.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.4,0.2,1.0,0.2,0.2,0.0,1.0,0.8,0.8,0.6,0.0,0.6,0.0,1.3999661579728129,1.8355263620615003,1.2429881542921066,1.2285752668976784,1.9625497609376907,2.0
62,1638854370729.jpg,1638854382156.jpg,1638854424515.jpg,1638854451787.jpg,1638854480516.jpg,10,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.6,0.8,0.8,0.6,0.8,0.2,0.2,1.0,0.4,1.0,0.2,1.0,1.0,0.8,0.4,0.2,0.0,0.0,0.8,0.4,1.0,0.0,0.8,0.6,1.0,0.0,0.2,0.0,0.2,0.8,0.6,0.2,0.0,0.2,0.0,3.121644362807274,3.3212793879210953,2.968015357851982,2.8982249796390533,3.327905759215355,5.0
63,1638854621883.jpg,1638854646315.jpg,1638854657075.jpg,1638854674564.jpg,1638854692694.jpg,6,0.6,0.8,0.6,0.6,1.0,0.8,0.4,0.4,0.4,0.4,0.8,0.8,0.6,0.6,0.6,0.6,1.0,0.6,0.6,0.2,1.0,0.8,0.0,0.2,0.6,0.8,0.2,1.0,0.6,1.0,0.0,1.0,1.0,0.8,0.8,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.2,0.2,1.0,0.2,0.2,0.0,0.8,0.8,0.6,0.6,0.0,0.2,0.0,2.104558208025992,2.362599197193049,1.9716395905707031,1.9758629482239485,2.499250449240208,3.0
64,1638854843805.jpg,1638854861213.jpg,1638854874555.jpg,1638854888072.jpg,1638854898775.jpg,9,0.8,0.8,1.0,0.2,1.0,1.0,0.6,0.2,0.4,0.2,0.6,0.6,0.8,0.8,0.8,0.2,0.8,0.6,0.4,0.0,0.6,0.2,0.4,1.0,1.0,0.2,0.0,1.0,0.2,1.0,0.0,1.0,0.8,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.6,0.4,0.8,0.0,0.0,0.2,0.0,0.8,0.8,0.4,0.6,0.6,0.0,1.1300615954678506,1.2456303797662258,1.1032097921706736,1.1695603942498565,1.4878302086144686,5.0
65,1638855043330.jpg,1638855054587.jpg,1638855069824.jpg,1638855085055.jpg,1638855127072.jpg,1,0.8,0.8,0.8,0.4,1.0,0.8,0.2,0.2,0.4,0.0,1.0,0.4,0.8,0.8,0.8,0.4,1.0,0.8,0.8,0.4,0.8,0.8,0.4,0.2,0.6,0.4,0.6,1.0,0.6,0.8,0.4,1.0,1.0,0.6,1.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.8,1.0,0.6,0.4,0.8,0.2,0.0,2.407718793489039,2.6464138304581866,2.271849455777556,2.297842819243669,2.8102090284228325,1.0
66,1638855298760.jpg,1638855314448.jpg,1638855330117.jpg,1638855340912.jpg,1638855372310.jpg,3,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.8,0.6,0.2,1.0,1.0,1.0,1.0,0.8,0.4,1.0,0.8,0.2,0.0,0.6,0.6,0.8,0.8,1.0,0.4,0.2,1.0,0.4,1.0,0.4,1.0,0.8,0.6,0.8,0.0,0.2,0.2,0.2,0.0,0.6,0.0,0.2,0.0,1.0,0.2,0.0,0.2,0.2,0.8,0.8,0.4,0.6,0.6,0.0,2.4519828095217235,2.5830329532618634,2.3196133916499093,2.2358305007219315,2.520831182599068,2.0
67,1638855497802.jpg,1638855519796.jpg,1638855531993.jpg,1638855544953.jpg,1638855563196.jpg,2,0.8,1.0,1.0,0.4,1.0,1.0,0.6,0.4,0.6,0.2,1.0,0.4,0.8,0.8,1.0,0.4,1.0,0.6,0.6,0.2,0.6,0.6,0.4,0.8,1.0,0.6,0.2,1.0,0.2,1.0,0.6,1.0,1.0,0.4,0.6,0.2,0.4,0.0,1.0,0.6,1.0,0.0,0.6,0.4,1.0,0.4,0.0,0.4,0.6,0.6,0.6,0.4,0.4,0.4,0.0,3.098569765686989,3.3634645938873287,2.8974065482616425,2.784704983234405,3.202510267496109,1.0
68,1638855690220.jpg,1638855712007.jpg,1638855736922.jpg,1638855751671.jpg,1638855772316.jpg,3,0.6,0.6,0.6,0.2,1.0,0.8,0.2,0.0,0.4,0.0,0.8,0.2,0.4,0.6,0.6,0.2,1.0,0.2,0.4,0.0,0.6,0.8,0.4,0.4,1.0,0.2,0.0,1.0,0.2,1.0,0.4,1.0,1.0,0.6,0.8,0.0,0.2,0.0,0.8,0.6,0.8,0.0,0.8,0.4,1.0,0.0,0.0,0.2,0.8,1.0,1.0,0.4,0.6,0.4,0.0,1.4528678175993264,1.6502718774136156,1.4097763507161292,1.5143760684877634,1.9815246611833568,2.0
69,1638855924767.jpg,1638855941887.jpg,1638855966816.jpg,1638855980342.jpg,1638856000332.jpg,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.0,0.0,0.8,1.0,0.4,1.0,1.0,0.2,0.2,1.0,0.2,1.0,0.0,1.0,1.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4,0.2,0.0,0.2,1.0,0.8,0.0,0.2,0.4,0.0,4.344299495220183,4.469324052333832,4.212627440690993,4.190311133861542,4.4628723859787,5.0
70,1638856132047.jpg,1638856147146.jpg,1638856158076.jpg,1638856173248.jpg,1638856197072.jpg,2,0.6,0.8,0.8,0.4,1.0,0.8,0.4,0.2,0.4,0.0,1.0,0.2,0.6,0.6,0.6,0.0,1.0,0.2,0.4,0.0,0.4,0.6,0.4,0.8,0.8,0.0,0.0,1.0,0.4,1.0,0.6,1.0,1.0,0.4,0.6,0.2,0.0,0.0,0.6,0.0,1.0,0.0,0.8,0.4,1.0,0.0,0.0,0.0,0.8,1.0,0.6,0.4,0.8,0.8,0.0,2.1170319344382733,2.3303759007249027,1.994712899904698,1.9609893830493093,2.4171375036239624,1.0
71,1638856379921.jpg,1638856393419.jpg,1638856411388.jpg,1638856427261.jpg,1638856437285.jpg,3,1.0,1.0,1.0,0.2,1.0,1.0,0.4,0.4,0.4,0.2,1.0,0.6,0.8,1.0,0.8,0.2,1.0,0.8,0.2,0.0,0.8,0.8,0.4,0.8,0.8,0.6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6,0.6,0.0,0.2,0.0,0.6,0.4,1.0,0.0,0.4,0.4,1.0,0.0,0.0,0.4,0.6,1.0,0.6,0.2,0.8,0.4,0.0,2.9384994078427558,3.011450451798737,2.8306745374575257,2.723544107750058,2.937907360494137,2.0
72,1638856607168.jpg,1638856622542.jpg,1638856636796.jpg,1638856648813.jpg,1638856688910.jpg,1,0.6,0.6,0.6,0.4,1.0,0.6,0.4,0.2,0.4,0.2,0.8,0.4,0.4,0.4,0.6,0.0,1.0,0.4,0.2,0.2,0.4,0.6,0.4,1.0,0.4,0.4,0.2,0.8,0.2,0.8,0.0,0.8,1.0,0.6,0.6,0.2,0.2,0.0,0.4,0.0,0.2,0.0,0.6,0.2,0.6,0.0,0.4,0.2,1.0,1.0,0.8,0.4,0.6,1.0,0.0,0.6778980397502892,0.8589006649563089,0.6478423508815467,0.7418658714741468,1.1563916467130184,1.0
73,1638856817877.jpg,1638856835627.jpg,1638856848552.jpg,1638856864852.jpg,1638856874970.jpg,4,0.8,0.8,0.8,0.8,1.0,0.8,0.8,0.6,0.6,0.4,0.8,0.8,0.8,0.8,0.6,0.8,1.0,0.8,0.2,0.0,0.6,0.8,0.0,0.8,1.0,0.2,0.0,0.8,0.0,1.0,0.2,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.4,0.4,0.8,0.0,0.2,0.6,0.8,0.0,0.0,0.0,0.4,1.0,0.4,0.2,0.2,0.4,0.0,3.69268599152565,3.798412006348372,3.470775187015533,3.309881180524826,3.668061017990112,2.0
74,1638857028568.jpg,1638857046226.jpg,1638857077534.jpg,1638857101456.jpg,1638857126446.jpg,1,1.0,1.0,1.0,0.6,1.0,1.0,0.6,0.2,0.6,0.0,1.0,0.6,0.8,1.0,0.8,0.4,1.0,0.8,0.2,0.4,1.0,0.8,0.2,0.2,1.0,0.2,0.2,1.0,0.2,1.0,0.8,1.0,1.0,0.4,1.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.6,0.0,1.0,0.0,0.0,0.2,0.8,0.8,0.8,0.0,0.4,0.6,0.0,1.915331933298148,2.0983693290036167,1.8443633292336017,1.874003130942583,2.2820768132805824,1.0
75,1638857286588.jpg,1638857310997.jpg,1638857320288.jpg,1638857339298.jpg,1638857361036.jpg,3,1.0,1.0,1.0,0.6,1.0,1.0,0.8,0.8,0.6,0.4,1.0,0.8,0.8,0.8,0.8,0.4,1.0,0.8,0.4,0.2,0.6,0.8,0.2,1.0,1.0,0.0,0.0,1.0,0.4,1.0,0.2,1.0,1.0,0.2,0.6,0.0,0.4,0.2,0.4,0.6,1.0,0.0,0.0,0.8,1.0,0.2,0.2,0.6,0.0,1.0,1.0,0.8,0.6,0.2,0.2,2.527965305955149,2.6429772455012426,2.420880608726293,2.414549936540425,2.728334791958332,2.0
76,1638857545073.jpg,1638857559219.jpg,1638857581986.jpg,1638857597815.jpg,1638857628911.jpg,2,0.8,0.8,0.8,0.2,0.8,0.8,0.2,0.2,0.4,0.0,0.8,0.4,0.8,0.4,0.6,0.0,0.8,0.4,0.2,0.0,0.8,0.8,0.2,0.6,0.4,0.4,0.2,1.0,0.4,0.8,0.0,1.0,1.0,0.4,0.4,0.0,0.2,0.0,0.2,0.2,0.4,0.0,0.2,0.0,0.8,0.2,0.0,0.4,0.4,0.8,0.8,0.8,0.8,0.2,0.0,0.937737657688558,1.1546175787225366,0.859349662438035,0.8951432351022959,1.3800421804189682,1.0
77,1638859379137.jpg,1638859399753.jpg,1638859409068.jpg,1638859425363.jpg,1638859438592.jpg,4,1.0,1.0,1.0,0.8,1.0,1.0,0.8,0.4,0.8,0.2,0.8,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.4,0.0,0.4,0.8,0.0,0.8,0.4,0.4,0.6,1.0,0.6,1.0,0.0,1.0,1.0,1.0,0.2,0.0,0.6,0.0,0.4,0.6,0.8,0.0,0.0,0.8,1.0,0.8,0.2,0.6,0.8,1.0,1.0,0.4,0.4,0.8,0.0,1.7623798524728045,1.9525906443595888,1.7109405507799238,1.7627290887758136,2.159580746665597,2.0
78,1638859557452.jpg,1638859571142.jpg,1638859580757.jpg,1638859591651.jpg,1638859605097.jpg,3,1.0,1.0,1.0,0.8,1.0,1.0,0.8,0.6,0.8,0.4,1.0,0.8,0.8,0.8,1.0,0.8,1.0,0.8,0.6,0.4,1.0,1.0,0.2,1.0,0.8,0.6,0.6,1.0,0.8,1.0,0.0,1.0,1.0,0.6,0.6,0.0,0.2,0.0,1.0,0.0,0.8,0.0,0.6,0.0,1.0,0.6,0.4,0.2,0.4,1.0,0.8,0.4,0.8,0.4,0.2,3.748397105606273,3.807865732349456,3.6349705662578335,3.609565382823348,3.7732272129505873,2.0
79,1638890521935.jpg,1638890533308.jpg,1638890551624.jpg,1638890569105.jpg,1638890579190.jpg,1,1.0,1.0,1.0,0.4,1.0,1.0,0.4,0.4,0.4,0.2,1.0,0.4,1.0,1.0,0.6,0.4,1.0,0.6,0.2,0.0,0.4,0.4,0.2,0.0,0.4,0.4,0.0,1.0,0.6,0.8,0.0,1.0,1.0,0.2,0.6,0.2,0.0,0.0,1.0,0.2,0.4,0.0,1.0,0.0,1.0,0.4,0.2,0.2,0.8,0.8,1.0,0.8,0.8,0.8,0.2,2.0834465277730487,2.27297915291274,1.9551757229492068,2.0151187088340516,2.4303718600422144,1.0
