,Unnamed: 0,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?,The left image has a lot more trash than the right image_nlvr_class1,The left image has a lot more trash than the right image_nlvr_class2,The left image has a lot more trash than the right image_nlvr_class3,The left image has a lot more trash than the right image_nlvr_class4,The left image has a lot more trash than the right image_nlvr_class5,The left image has a lot more waste than the right image_nlvr_class1,The left image has a lot more waste than the right image_nlvr_class2,The left image has a lot more waste than the right image_nlvr_class3,The left image has a lot more waste than the right image_nlvr_class4,The left image has a lot more waste than the right image_nlvr_class5,The left image shows a lot more garbage than the right image_nlvr_class1,The left image shows a lot more garbage than the right image_nlvr_class2,The left image shows a lot more garbage than the right image_nlvr_class3,The left image shows a lot more garbage than the right image_nlvr_class4,The left image shows a lot more garbage than the right image_nlvr_class5
279,279,1640684314192.jpg,1640684321992.jpg,1640684328870.jpg,1640684334999.jpg,1640684343352.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.2,0.4,0.4,0.4,0.0,2.1436420381069183,2.28467221185565,2.1233154237270355,2.0904050171375275,2.155499678105116,2.657279529608786,2.6845289086923003,2.7448028111830354,2.678364892490208,2.706688890233636,2.0239022520836443,2.1227432414889336,2.090874587884173,1.826655411394313,1.8633541883900762
280,280,1640684850763.jpg,1640684860331.jpg,1640684874679.jpg,1640684883642.jpg,1640684895435.jpg,8,0.6,0.4,0.2,0.4,0.4,0.6,0.2,0.6,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.4,0.0,2.439341633580625,2.5471630359534174,2.4063069268595427,2.3978620276320726,2.3889798717573285,2.5369182391441427,2.559356616344303,2.60434212454129,2.554268409498036,2.478799810167402,2.463561051117722,2.5539767374284565,2.502713959896937,2.222371012205258,2.145089224912226
281,281,1640691861216.jpg,1640691869195.jpg,1640691877701.jpg,1640691887030.jpg,1640691897260.jpg,8,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.6,0.4,0.4,0.0,0.0,0.0,0.6,0.8,0.0,0.2,4.371784031391144,4.491170406341553,4.306500732898712,4.32176399230957,4.221203982830048,4.199383616447449,4.2350375056266785,4.2819976806640625,4.203649938106537,4.143995046615601,4.280827522277832,4.385654151439667,4.320010423660278,4.006857931613922,3.91402605175972
282,282,1640692680842.jpg,1640692692369.jpg,1640692701895.jpg,1640692708776.jpg,1640692723390.jpg,2,0.6,0.4,0.0,0.0,0.4,0.4,0.6,0.4,0.0,0.6,0.2,0.2,0.0,0.6,0.4,0.4,0.2,3.0101138204336166,3.17595836520195,2.964726597070694,2.9451267272233963,3.034070745110512,2.711847260594368,2.7447569668293,2.8359389305114746,2.7461520060896873,2.7622063159942627,2.0863239765167236,2.241441447287798,2.171249210834503,1.7612748723477125,1.885736171156168
283,283,1640693323190.jpg,1640693332735.jpg,1640693346204.jpg,1640693356829.jpg,1640693409449.jpg,0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,0.4,0.0,0.0,0.2,0.0,1.0,0.4,0.0,1.2878633802756667,1.3644494768232107,1.288475263863802,1.2577119367197156,1.3418404553085566,1.495843157870695,1.5303447390906513,1.6199051641160622,1.52888517617248,1.4837749481666833,1.1283368768636137,1.200531578157097,1.175513027003035,0.9725639751413837,0.9864486330188811
284,284,1640693536001.jpg,1640693545527.jpg,1640693552893.jpg,1640693565771.jpg,1640693591300.jpg,1,0.6,0.6,0.4,0.2,0.8,0.4,0.6,0.8,0.6,0.0,0.2,0.2,0.0,0.0,0.6,0.2,0.0,0.40569964051246643,0.48950178222730756,0.4249456888064742,0.373433310771361,0.5167783908545971,0.5928419710835442,0.6082199973752722,0.6851037011947483,0.6266263867728412,0.6103566479869187,0.46047633001580834,0.5246747428318486,0.509983848198317,0.3335954757640138,0.3623990467749536
285,285,1640694588107.jpg,1640694622206.jpg,1640694628670.jpg,1640694637313.jpg,1640694657238.jpg,0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.9462630338966846,0.9713917209301144,0.9339329216163605,0.9357534488663077,0.8672757437452674,1.0073852837085724,1.007351719075814,1.012068399693817,1.0093681442085654,1.019008217845112,1.0010576772037894,1.0033320017973892,1.0038994322530925,0.9934128455352038,1.003858515061438
286,286,1640695671662.jpg,1640695679763.jpg,1640695687897.jpg,1640695705975.jpg,1640695743067.jpg,1,0.0,0.2,0.2,0.0,0.6,0.2,0.6,1.0,0.8,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.2,1.5661844247952104,1.672048181295395,1.548047094605863,1.5301066627725959,1.4574504420161247,1.0517805935814977,1.0510509572923183,1.070248844102025,1.0596561094280332,1.0677408115006983,1.4876938799861819,1.5637584375217557,1.545320747885853,1.3070403733290732,1.2184400847181678
287,287,1640696236291.jpg,1640696245143.jpg,1640696256865.jpg,1640696267872.jpg,1640696277982.jpg,5,0.0,0.6,0.2,0.6,0.6,0.4,0.2,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.2,2.072004646062851,2.175235655158758,2.047918900847435,2.030045608058572,1.9755695722997189,1.34270074730739,1.3689128221012652,1.4322556615807116,1.3627891321666539,1.3284090710803866,1.9042445863597095,1.965482679195702,1.939644044265151,1.7358176675625145,1.6712712598964572
288,288,1640696886728.jpg,1640696895258.jpg,1640696910007.jpg,1640696928467.jpg,1640696935576.jpg,1,0.4,0.6,0.4,0.4,0.6,0.2,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.1412463374435902,1.1669460842385888,1.155482606496662,1.129883844871074,1.2233043629676104,1.0317201818106696,1.0315389363095164,1.0374876648420468,1.0343056542333215,1.0714647294953465,1.043581984587945,1.0511487054172903,1.056300958385691,1.0341291428776458,1.0815726495347917
289,289,1640697233115.jpg,1640697243735.jpg,1640697252469.jpg,1640697263316.jpg,1640697456406.jpg,1,0.4,0.4,0.2,0.4,0.4,0.4,0.6,1.0,1.0,0.0,0.4,0.0,0.2,0.0,0.8,0.8,0.2,0.07674728357233107,0.09002488665282726,0.08914449205622077,0.07063778187148273,0.13636373914778233,0.12235769431572407,0.12357373489066958,0.15276223700493574,0.13589613686781377,0.1506244377233088,0.02947127353399992,0.03391051199287176,0.03914395079482347,0.024877903517335653,0.07018890231847763
290,290,1640698251647.jpg,1640698262916.jpg,1640698282215.jpg,1640698293077.jpg,1640698308649.jpg,1,0.6,0.0,0.0,0.4,0.0,0.4,0.6,0.2,1.0,0.0,0.2,0.2,0.4,0.0,0.6,0.2,0.0,1.5580260716378689,1.7016049288213253,1.5538803115487099,1.5016436763107777,1.6136100813746452,1.2253238651901484,1.2462339363992214,1.297801898792386,1.2375724157318473,1.3457145616412163,1.0527703128755093,1.1456815777346492,1.1200278953183442,0.8711705689784139,0.964053587988019
291,291,1640698627078.jpg,1640698829571.jpg,1640698840734.jpg,1640698849646.jpg,1640698864904.jpg,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,1.0,0.2,0.0,0.0,0.0,0.2,1.0,0.4,0.2,0.7281762789934874,0.813406984321773,0.7215604921802878,0.6952584329992533,0.811072451993823,1.0832842895761132,1.0870879087597132,1.1196906147524714,1.0982580427080393,1.1374188978224993,0.9490748760290444,0.9905389416962862,0.9809140465222299,0.8485189073253423,0.8933662278577685
292,292,1640699502271.jpg,1640699517356.jpg,1640699528502.jpg,1640699554919.jpg,1640699566311.jpg,1,0.0,0.2,0.0,0.2,0.2,0.0,0.2,1.0,0.2,0.2,0.4,0.0,0.2,0.2,1.0,0.4,0.0,0.8120933258906007,0.8929635817185044,0.8077370896935463,0.7771898601204157,0.9311873950064182,0.9063508538529277,0.9315082980319858,0.9740284383296967,0.9100191732868552,1.0722369197756052,0.2247064639814198,0.2647204897366464,0.27095959382131696,0.17141862236894667,0.2926695588976145
293,293,1640700105918.jpg,1640700116919.jpg,1640700135308.jpg,1640700151283.jpg,1640700189413.jpg,4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.8,0.2,0.0,1.0468532321974635,1.109021021053195,1.0438517481088638,1.0196142317727208,1.1107556447386742,1.3947688322514296,1.4173982283100486,1.4739807974547148,1.412325507029891,1.4164724675938487,0.8315132262650877,0.8989522026386112,0.8733209895435721,0.7071728170849383,0.8269470613449812
294,294,1640700429986.jpg,1640700448972.jpg,1640700468086.jpg,1640700483792.jpg,1640700674397.jpg,1,0.8,1.0,0.6,1.0,1.0,0.8,0.6,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.6,0.9564272030256689,1.0275829336605966,0.9475671574473381,0.9254583017900586,1.0088791670277715,0.6124933720566332,0.6295239105820656,0.6869234119076282,0.6260779213625938,0.7575604394078255,0.14717934909276664,0.1740849557099864,0.18031952064484358,0.11156843008939177,0.21823778469115496
295,295,1640702231314.jpg,1640702242742.jpg,1640702260587.jpg,1640702268260.jpg,1640702275599.jpg,0,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.6,1.0,0.4,0.4,0.2,0.0,0.2,0.4,0.8,0.6,2.149013131391257,2.2928043575957417,2.1009225072339177,2.095571593148634,1.9784326422959566,3.2718426547944546,3.2972416849806905,3.3541900496929884,3.29652582667768,3.2621875647455454,2.26973468484357,2.323379911016673,2.309630381409079,2.1679979795590043,2.1712567461654544
296,296,1640702771302.jpg,1640702779983.jpg,1640702798966.jpg,1640702807566.jpg,1640702822169.jpg,5,0.8,1.0,0.6,1.0,1.0,0.8,0.0,0.8,0.4,0.4,0.2,0.0,0.0,0.2,0.6,0.4,0.4,2.9696767311543226,3.0258261170238256,2.9490894563496113,2.94658225774765,2.86151872202754,2.8628921415656805,2.881573185324669,2.9354331977665424,2.889943277463317,2.820088669657707,3.003177396953106,3.0149098010733724,3.0124627286568284,2.9677215572446585,2.948778273537755
297,297,1640703332686.jpg,1640703342249.jpg,1640703357740.jpg,1640703372996.jpg,1640703394634.jpg,1,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.4,0.13606489077210426,0.1594867859967053,0.15319761633872986,0.12633504439145327,0.24744931608438492,0.18028704915195704,0.18356923293322325,0.22055516066029668,0.19696812611073256,0.21754448767751455,0.20075727172661573,0.2350723643321544,0.23410062724724412,0.15160145272966474,0.23326354008167982
298,298,1640703857809.jpg,1640703870673.jpg,1640703879674.jpg,1640703888472.jpg,1640703896957.jpg,1,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.0,0.4,0.0,0.2,0.2,0.4,0.6,0.0,0.0,2.8395641804672778,3.0118230092339218,2.778298524208367,2.7718751174397767,2.7470087185502052,2.7292215772904456,2.7564502507448196,2.80791403981857,2.7404990565264598,2.7262811763212085,2.936872830032371,3.0361170892138034,2.981158225564286,2.7211876487126574,2.7611479056067765
299,299,1640704418104.jpg,1640704426926.jpg,1640704443228.jpg,1640704451162.jpg,1640704532030.jpg,6,0.8,0.4,0.2,0.4,0.6,0.8,0.0,0.8,1.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.18936529196798801,0.22196490690112114,0.21374190226197243,0.17469914350658655,0.3447687327861786,0.9041129238903522,0.9209497980773449,0.9904471039772034,0.9361356068402529,0.9018587619066238,0.25005683535709977,0.29368019849061966,0.2953495578840375,0.18517172383144498,0.28082737512886524
300,300,1640704903114.jpg,1640704913774.jpg,1640704935769.jpg,1640704949283.jpg,1640704968233.jpg,1,0.4,0.0,0.0,0.0,0.6,0.4,0.0,0.2,0.6,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.2,0.44484842009842396,0.51773816999048,0.46488022711127996,0.41356499306857586,0.6336668562144041,0.6971708992496133,0.7160948277451098,0.7622793638147414,0.7080013761296868,0.7734354385174811,0.12236765399575233,0.14294188749045134,0.15294591942802072,0.09816367132589221,0.20785098802298307
301,301,1639371493364.jpg,1639371503527.jpg,1639371519699.jpg,1639371531284.jpg,1639371549638.jpg,2,0.4,0.4,0.4,0.8,0.8,0.6,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,3.030009150505066,3.24470317363739,2.964050829410553,2.9465588331222534,2.968312531709671,0.9588366523385048,0.9803620465099812,1.0507357195019722,0.9821364097297192,1.0630914941430092,1.4678621552884579,1.5740684140473604,1.546852508559823,1.2876434093341231,1.430443700402975
302,302,1639371664882.jpg,1639371677558.jpg,1639371687480.jpg,1639371697583.jpg,1639371711166.jpg,1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.6,0.0,0.8,0.4,0.0,1.0119573026895523,1.1767638819292188,0.9950490668416023,0.9504923629574478,1.0328202825039625,0.4937408515252173,0.5074727162718773,0.584382092114538,0.5298521114746109,0.49366249796003103,0.23023875942453742,0.27506070071831346,0.2806119751185179,0.15841242321766913,0.20873803040012717
303,303,1639371803355.jpg,1639371812342.jpg,1639371821168.jpg,1639371829931.jpg,1639371839142.jpg,1,0.8,0.8,0.6,0.8,0.8,0.8,0.4,0.8,0.4,0.6,0.0,0.0,0.4,0.4,0.6,0.2,0.0,2.54787515103817,2.73320010304451,2.516201987862587,2.476901635527611,2.5096891671419144,2.0339000523090363,2.0638162307441235,2.172236915677786,2.0820502191781998,1.9779190756380558,2.167803641408682,2.315231144428253,2.267456665635109,1.8651206977665424,1.8311637714505196
304,304,1639371920209.jpg,1639371930969.jpg,1639371940519.jpg,1639371949945.jpg,1639371965407.jpg,1,0.6,0.6,0.4,0.4,0.8,0.6,0.6,0.6,0.2,0.0,0.4,0.0,0.4,0.0,0.4,0.6,0.2,2.4782170122489333,2.6069586742669344,2.441500505665317,2.4195537976920605,2.5899430327117443,2.895518573001027,2.9081080252071843,2.918461202760227,2.887377726030536,2.9283621008507907,2.45308549515903,2.5318767931312323,2.4907630681991577,2.294648623559624,2.4013239443302155
305,305,1639372038630.jpg,1639372051766.jpg,1639372064330.jpg,1639372073949.jpg,1639372084369.jpg,1,0.2,0.4,0.2,0.6,0.6,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.6,0.2,0.0,1.7192006632685661,1.8227552622556686,1.7201897650957108,1.6759610157459974,1.8991378406062722,1.3838267840910703,1.396945257904008,1.417126617860049,1.38527642772533,1.541939107934013,1.2417779327370226,1.2801501343492419,1.2802746468223631,1.2006684616208076,1.3766397670842707
306,306,1639372149911.jpg,1639372159145.jpg,1639372170174.jpg,1639372178998.jpg,1639372202800.jpg,1,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.4,0.0,0.4,0.2,0.8,0.4,0.0,3.499200075864792,3.6839849054813385,3.4341385066509247,3.419775903224945,3.5247050523757935,2.6267489790916443,2.6551652140915394,2.6876915022730827,2.6208601258695126,2.7396507263183594,2.530456628650427,2.632617250084877,2.581524647772312,2.323436886072159,2.445097289979458
307,307,1639372358638.jpg,1639372369699.jpg,1639372387248.jpg,1639372398685.jpg,1639372417458.jpg,1,0.2,0.8,0.2,0.4,0.6,0.2,0.0,0.4,0.0,0.0,0.4,0.0,0.4,0.0,0.8,0.4,0.0,1.513861395418644,1.769462201744318,1.481310911476612,1.4178528189659119,1.500950314104557,0.6681066043674946,0.6843656804412603,0.7468139827251434,0.6891633756458759,0.7488395664840937,1.173830351792276,1.35128760850057,1.301008597947657,0.8556894280482084,0.9342721942812204
308,308,1639372509522.jpg,1639372522058.jpg,1639372531543.jpg,1639372541070.jpg,1639372553381.jpg,1,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.2,0.2,0.6,0.2,0.2,1.076416787924245,1.1155310941394418,1.0788809100631624,1.059925977140665,1.1378553789108992,1.0065346776973456,1.007662087562494,1.0141820564167574,1.0094344096723944,1.030423962045461,0.5147717603831552,0.5804031010484323,0.5619031540118158,0.39945473900297657,0.4995227879844606
309,309,1639372659256.jpg,1639372669197.jpg,1639372677188.jpg,1639372686764.jpg,1639372699125.jpg,2,0.2,0.4,0.0,0.2,0.8,0.2,0.2,0.6,0.0,0.4,0.2,0.0,0.2,0.2,0.4,0.2,0.0,1.0796524984762073,1.1052903574891388,1.0851263436488807,1.0681311101652682,1.1024532867595553,1.0076984809711576,1.007839227328077,1.0140386365819722,1.0103873068001121,1.017182124312967,1.0052604454103857,1.00832760008052,1.0099099767394364,0.9962276545120403,1.0073560550808907
310,310,1639372792753.jpg,1639372809213.jpg,1639372817953.jpg,1639372826721.jpg,1639372843978.jpg,4,0.0,0.4,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.9980208300985396,1.0577950654551387,0.9893400273285806,0.9732786952517927,0.9556762585416436,0.6397303605917841,0.6547487671487033,0.7144090721849352,0.6713798778364435,0.5718165943399072,0.7620312343351543,0.8134245064575225,0.7932580127380788,0.6202592202462256,0.5473458603955805
311,311,1639372953644.jpg,1639372962528.jpg,1639372989101.jpg,1639372997176.jpg,1639373018696.jpg,2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.6,0.0,0.4,0.6,0.0,0.4,0.4,1.0,0.2,0.0,1.7000688436673954,1.8264094960177317,1.6719129879493266,1.6513036089017987,1.6767622171901166,1.5783044900745153,1.5956819743732922,1.6428253821795806,1.5972125407424755,1.5425512455403805,1.6704910206026398,1.7680159264127724,1.7168645426863804,1.441472956619691,1.4588020597584546
312,312,1639373103225.jpg,1639373113679.jpg,1639373132353.jpg,1639373142996.jpg,1639373156993.jpg,1,0.0,0.6,0.4,0.8,0.2,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.2,0.0,0.8,0.4,0.0,0.8968557144980878,0.9544234585482627,0.8862182172015309,0.8705622523557395,0.9322104891762137,0.7363341059535742,0.7518792418995872,0.7856610039016232,0.7427214172203094,0.8295777523890138,0.7175043718889356,0.7750380726065487,0.7513860620092601,0.6065857082139701,0.7026371830143034
313,313,1639373260035.jpg,1639373271662.jpg,1639373282082.jpg,1639373293342.jpg,1639373307794.jpg,2,0.2,0.4,0.4,0.6,0.4,0.2,0.8,0.0,0.2,0.0,0.6,0.4,0.4,0.0,0.8,0.6,0.4,2.0029725432395935,2.0829182025045156,1.9836309552192688,1.9693937133997679,2.010425891727209,1.1612211391329765,1.1910012741573155,1.3019695989787579,1.218172762542963,1.095582788810134,1.676056199008599,1.751513846917078,1.7134063011035323,1.4697193880565464,1.4473656918853521
314,314,1639373455960.jpg,1639373464308.jpg,1639373472788.jpg,1639373482457.jpg,1639373494863.jpg,1,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.2,0.6,0.4,0.0,0.6,0.6,0.8,0.2,1.200772862881422,1.3243132764473557,1.1825393959879875,1.1447962606325746,1.3828475773334503,0.6530230464413762,0.6710135126486421,0.7068854477256536,0.658823303412646,0.8907323451712728,0.5402692835777998,0.6027599503286183,0.5835789181292057,0.43509971047751606,0.5863355305045843
315,315,1639373949373.jpg,1639373963513.jpg,1639373974192.jpg,1639373987397.jpg,1639374003894.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.2,0.6,0.2,1.0,0.6,0.0,1.1451265420764685,1.307683277875185,1.1323359124362469,1.0819091591984034,1.2288528364151716,0.9154489394277334,0.9422718102578074,1.0217064120806754,0.9465096706990153,1.0183546212501824,0.4874974968843162,0.5664775457698852,0.5569723276421428,0.3610611320473254,0.488706985488534
316,316,1639374136147.jpg,1639374151522.jpg,1639374159628.jpg,1639374167249.jpg,1639374176086.jpg,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6,0.6,0.2,0.8,0.6,1.0,0.6,0.0,2.048698150087148,2.1064904872328043,2.036155488807708,2.0233400971628726,2.0480139013379812,1.9779520835727453,1.9824756341986358,1.9939499604515731,1.9806610140949488,1.9963394431397319,1.7759878556244075,1.822725119185634,1.7946095038205385,1.6438770226668566,1.6263195336796343
317,317,1639376359909.jpg,1639376377569.jpg,1639376390785.jpg,1639376410423.jpg,1639376420836.jpg,3,0.4,0.6,0.4,0.8,0.6,0.4,0.6,0.4,1.0,0.0,0.8,0.2,1.0,0.0,0.2,0.6,0.0,3.975853830575943,4.114374250173569,3.9218472242355347,3.9202880263328552,3.861947774887085,3.555523566901684,3.586375653743744,3.6248701959848404,3.552750810980797,3.606051817536354,3.4262836799025536,3.5289101600646973,3.4862892031669617,3.2081008926033974,3.1961479783058167
318,318,1639376614855.jpg,1639376631874.jpg,1639376644848.jpg,1639376655491.jpg,1639376680265.jpg,5,0.6,0.6,0.4,0.6,0.4,0.6,0.2,0.2,1.0,0.4,0.6,0.4,1.0,0.0,0.4,0.6,0.0,3.341287076473236,3.4727427065372467,3.308219611644745,3.2927051931619644,3.193816602230072,2.960074257105589,2.973126206547022,3.0177361220121384,2.975525714457035,2.9575037732720375,2.9183455547317863,2.9750261483713984,2.9526294246315956,2.7787493942305446,2.742265515960753
319,319,1639377731995.jpg,1639377742589.jpg,1639377767992.jpg,1639377780600.jpg,1639377795317.jpg,3,0.2,0.8,0.4,0.8,0.6,0.2,0.2,0.6,1.0,0.2,0.6,0.6,0.0,0.2,0.4,0.8,0.0,4.756686449050903,4.814918339252472,4.715159714221954,4.732746005058289,4.644460737705231,4.662397265434265,4.682899057865143,4.718585252761841,4.678733825683594,4.569282054901123,4.477820873260498,4.565946638584137,4.503770172595978,4.2468966245651245,4.209649920463562
320,320,1639377925490.jpg,1639377937836.jpg,1639377946317.jpg,1639377956204.jpg,1639377968569.jpg,1,0.2,0.6,0.6,0.4,0.6,0.0,0.2,0.2,1.0,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.6194699148181826,0.7479758132249117,0.6147355085704476,0.5728930622572079,0.6267476784996688,0.5477835984784178,0.5612556050764397,0.5975814283592626,0.5556391079444438,0.6374837732873857,0.6549112593638711,0.7305800542235374,0.7079031009343453,0.5073374250205234,0.5494043175131083
321,321,1639378064363.jpg,1639378073725.jpg,1639378091443.jpg,1639378104487.jpg,1639378123801.jpg,1,0.8,0.8,0.6,0.8,0.6,0.8,0.8,0.8,0.8,0.2,0.4,0.2,0.2,0.0,0.8,0.6,0.2,2.703347170725465,2.8118817331269383,2.669199782423675,2.663720584474504,2.5570852402597666,1.9470033433753997,1.952433783444576,1.967485424131155,1.9510387941263616,1.9345859391614795,2.283924587769434,2.377128704916686,2.340268135070801,2.066072289366275,1.9949152772314847
322,322,1639378238557.jpg,1639378248353.jpg,1639378262457.jpg,1639378274337.jpg,1639378296514.jpg,2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.6,0.4,0.8,0.0,0.2,0.0,0.6,0.8,0.0,1.308580657467246,1.5405578203499317,1.2843539230525494,1.2246670797467232,1.269735585898161,0.3573264293372631,0.3647795207798481,0.43420562520623207,0.38786807283759117,0.4109806567430496,0.467145923525095,0.5575881227850914,0.5612116679549217,0.32634574733674526,0.41153502091765404
323,323,1639380250223.jpg,1639380259539.jpg,1639380275765.jpg,1639380293077.jpg,1639380302575.jpg,1,0.2,0.6,0.6,0.6,0.6,0.2,0.6,0.4,0.4,0.0,0.4,0.0,0.2,0.0,0.2,0.6,0.0,4.4235822558403015,4.540220320224762,4.355349659919739,4.376019060611725,4.303630471229553,3.745473176240921,3.7884747684001923,3.854394108057022,3.762373685836792,3.7559096813201904,3.746355354785919,3.936523973941803,3.827776253223419,3.294975757598877,3.2680286169052124
324,324,1639380976978.jpg,1639380988487.jpg,1639380999367.jpg,1639381012138.jpg,1639381028018.jpg,2,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.0,0.2,0.8,0.4,0.2,0.4,0.6,0.8,0.2,3.286588487913832,3.411216378910467,3.228898080997169,3.2389247198589146,3.1409025620669127,3.1062031086767092,3.1343388825189322,3.210786944255233,3.139548972249031,3.034974040463567,3.044515053567011,3.139576567686163,3.0922693991451524,2.821624237985816,2.804187497124076
325,325,1639381173344.jpg,1639381184992.jpg,1639381199973.jpg,1639381208853.jpg,1639381220628.jpg,2,0.2,0.4,0.0,0.2,0.2,0.4,0.0,0.6,0.0,0.0,0.2,0.0,1.0,0.0,0.6,0.2,0.0,1.5302112326025963,1.710730366408825,1.5114267691969872,1.4621827900409698,1.5362946465611458,1.060967242345214,1.0834606755524874,1.1412060093134642,1.0758068710565567,1.1815426014363766,1.3307158593088388,1.4397597201168537,1.3995666839182377,1.1058496180921793,1.1630901005119085
326,326,1639381479741.jpg,1639381492153.jpg,1639381517190.jpg,1639381534407.jpg,1639381555939.jpg,3,0.6,0.4,0.2,0.6,0.4,0.6,0.2,0.6,0.6,0.0,0.2,0.0,0.4,0.0,0.4,0.0,0.0,3.586997525766492,3.6896228529512882,3.5303941518068314,3.5457040686160326,3.4482376873493195,2.8135602483525872,2.8590142093598843,2.9434186164289713,2.8406978165730834,2.774485742673278,3.3873705342411995,3.5055534467101097,3.4369436614215374,3.0725555419921875,2.97570288926363
327,327,1639381940661.jpg,1639381958834.jpg,1639381971097.jpg,1639381982737.jpg,1639382028245.jpg,2,0.6,0.4,0.4,0.4,0.6,0.6,0.4,0.4,1.0,0.0,0.6,0.0,0.8,0.0,0.2,0.8,0.0,3.876318725757301,3.915207360871136,3.8451285399496555,3.860593973658979,3.7594112791121006,3.546203916426748,3.5690537989139557,3.6088790679350495,3.5613813744857907,3.4657243890687823,3.777553129941225,3.8252600729465485,3.78982448624447,3.6217643609270453,3.5073773311451077
328,328,1639382458145.jpg,1639382469295.jpg,1639382481620.jpg,1639382495559.jpg,1639382503848.jpg,2,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.6,0.4,0.2,0.8,0.2,0.6,0.6,0.0,2.4420069754123688,2.634698949754238,2.3808085285127163,2.36643991060555,2.3375476635992527,2.4052011152962223,2.4391731375362724,2.508795677218586,2.434526891214773,2.305716483388096,2.0893698886502534,2.214133236091584,2.1539498739875853,1.8044219634030014,1.7984714843332767
329,329,1639382663647.jpg,1639382676887.jpg,1639382690138.jpg,1639382702176.jpg,1639382715206.jpg,1,0.4,0.2,0.0,0.2,0.4,0.6,0.0,1.0,0.0,0.6,0.6,0.4,1.0,0.8,0.2,0.4,0.0,0.9869621973484755,1.0597018897533417,0.9737631194293499,0.9563990407623351,0.9978295657783747,1.4649236330296844,1.4878851873800159,1.544717196840793,1.4860767724458128,1.4568238630890846,1.2572905579581857,1.3620852066669613,1.3084825980477035,1.0301693975925446,1.0917348181828856
330,330,1639383212368.jpg,1639382890365.jpg,1639382900851.jpg,1639382913913.jpg,1639382924091.jpg,3,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.6,0.2,0.4,0.4,0.0,1.8033958934247494,1.9368518367409706,1.7966782599687576,1.7471602074801922,1.91981066390872,1.8780242837965488,1.904886368662119,1.9696611762046814,1.8926873095333576,2.0092590264976025,1.1270927251316607,1.1579006323590875,1.161563899833709,1.0744607266969979,1.1532955458387733
