Unnamed: 0,Unnamed: 0.1,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?,The left image has a lot more trash than the right image_nlvr_class1,The left image has a lot more trash than the right image_nlvr_class2,The left image has a lot more trash than the right image_nlvr_class3,The left image has a lot more trash than the right image_nlvr_class4,The left image has a lot more trash than the right image_nlvr_class5,The left image has a lot more waste than the right image_nlvr_class1,The left image has a lot more waste than the right image_nlvr_class2,The left image has a lot more waste than the right image_nlvr_class3,The left image has a lot more waste than the right image_nlvr_class4,The left image has a lot more waste than the right image_nlvr_class5,The left image shows a lot more garbage than the right image_nlvr_class1,The left image shows a lot more garbage than the right image_nlvr_class2,The left image shows a lot more garbage than the right image_nlvr_class3,The left image shows a lot more garbage than the right image_nlvr_class4,The left image shows a lot more garbage than the right image_nlvr_class5,scaled_loc_dirty
207,207,1637899628207.jpg,1637899652749.jpg,1637899682824.jpg,1637899699268.jpg,1637899730455.jpg,1,0.2,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,0.4,0.2,0.0,0.0,0.4,1.0,0.4,0.0,0.14928495045751333,0.1754563758149743,0.16756292199715972,0.13792040897533298,0.26526045333594084,0.22301921981852504,0.2271397643489763,0.2719258412253112,0.2425298447487876,0.2573046856559813,0.07420747936703265,0.08707965770736338,0.09594847564585507,0.057384368788916625,0.12317663710564375,1.0
208,208,1637899897851.jpg,1637899915362.jpg,1637899929337.jpg,1637899945061.jpg,1637899971653.jpg,1,0.4,0.0,0.0,0.0,0.2,0.4,0.0,0.8,0.8,0.6,0.0,0.0,0.6,0.6,1.0,0.2,0.0,0.5847449405118823,0.6979959206655622,0.6050121393054724,0.5414788210764527,0.7487528193742037,0.6848145164549351,0.7002428574487567,0.7495892569422722,0.7044475879520178,0.7176979966461658,0.5064506405033171,0.5921183913014829,0.5820399518124759,0.37447576434351504,0.5054192794486879,1.0
209,209,1637900094568.jpg,1637900113408.jpg,1637900133886.jpg,1637900145560.jpg,1637900166333.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.4,0.0,0.0,0.2,0.4,1.0,0.4,0.0,0.3254322190769017,0.3825641898438335,0.34440495632588863,0.3024807004258037,0.4931731689721346,0.8744856205303222,0.8961188590619713,0.9593116384930908,0.9011052665300668,0.882042680401355,0.3784448101650924,0.44320073793642223,0.43421701178886,0.28071104851551354,0.3883761186152697,1.0
210,210,1637900301481.jpg,1637900323928.jpg,1637900338840.jpg,1637900361347.jpg,1637900389595.jpg,0,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.8,1.0,0.2,0.2,0.2,0.4,0.0,1.0,0.8,0.0,0.6033635642379522,0.7151113143190742,0.6006396999582648,0.562798285856843,0.6458298116922379,0.1873894585296512,0.1903699249960482,0.23378477524966,0.20757294539362192,0.21221720101311806,0.3283659303560853,0.383453568443656,0.3768908709753305,0.2324809945421293,0.2698981212452054,1.0
211,211,1637900762101.jpg,1637900782566.jpg,1637900818487.jpg,1637900845265.jpg,1637900895804.jpg,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.4,0.0,0.0,0.2,0.2,1.0,0.6,0.0,0.4083414040505886,0.4864906263537705,0.4063488612882793,0.3803442616481334,0.41148368548601866,0.12214714218862355,0.1227621752768755,0.1536786537617445,0.13569726748391986,0.14934983663260934,0.03583727648947388,0.042258975096046925,0.048466456355527036,0.026279040495865047,0.06267928332090378,1.0
212,212,1637901048729.jpg,1637901072387.jpg,1637901096438.jpg,1637901126312.jpg,1637901155176.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,0.8,0.0,0.0,0.0,0.8,1.0,0.4,0.0,0.19666985888034105,0.23007198004052046,0.21278267726302147,0.1826016684062779,0.32192562986165285,0.25611961621325463,0.26307089265901595,0.2974273955915123,0.2696204356616363,0.3034529252909124,0.13522630464285612,0.1586827386636287,0.16188611928373575,0.1043245771434158,0.1825261414051056,1.0
213,213,1637901313955.jpg,1637901330541.jpg,1637901353507.jpg,1637901370877.jpg,1637901397337.jpg,0,0.2,0.2,0.2,0.2,0.4,0.2,0.0,1.0,0.6,0.8,0.0,0.0,0.2,0.8,1.0,0.2,0.0,0.16951082553714514,0.20430492842569947,0.1819286709651351,0.15622590528801086,0.2297618659213185,0.14800272416323426,0.14996685436926782,0.1908444059081376,0.1669550082879141,0.14241428929381073,0.026724609546363357,0.0308125545270741,0.03644368681125343,0.02165577164851129,0.06109615694731474,1.0
214,214,1637901531989.jpg,1637901547126.jpg,1637901638440.jpg,1637901578356.jpg,1637901608356.jpg,1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.2,0.0,0.0,0.4,0.2,1.0,0.6,0.0,0.2942699952982366,0.3464279843028635,0.3008157203439623,0.2739162779180333,0.362672929186374,0.3892204165458679,0.4007335226051509,0.4401762511115521,0.4052140166750178,0.3954410806763917,0.2948409550590441,0.3435732352663763,0.33511314168572426,0.213269874220714,0.2586688199080527,1.0
215,215,1637901833659.jpg,1637901859611.jpg,1637901871471.jpg,1637901895465.jpg,1637901928792.jpg,0,0.2,0.0,0.0,0.2,0.0,0.4,0.2,1.0,1.0,0.2,0.2,0.0,0.6,0.4,1.0,0.4,0.0,0.06336357281543313,0.07188891363330185,0.07734957500360906,0.059323351131752126,0.17593330517411232,0.4393977411091328,0.4522816423559562,0.4950747946277261,0.456569976056926,0.4741241270676255,0.04369727917946875,0.050553471897728734,0.05752434011083096,0.037003538571298115,0.11247965600341557,1.0
216,216,1637902060816.jpg,1637902114376.jpg,1637902137207.jpg,1637902150720.jpg,1637902163873.jpg,1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.2,0.2,1.0,0.2,0.0,0.049081671051681035,0.05729818274267018,0.05892677139490843,0.0448841096367687,0.10440361918881537,0.06211735820397735,0.061871796031482525,0.07674340158700943,0.0683115622960031,0.09606766747310758,0.012562562827952206,0.01410480262711644,0.017333231400698423,0.01155020680744201,0.047394092660397284,1.0
217,217,1637902282226.jpg,1637902298832.jpg,1637902314843.jpg,1637902332208.jpg,1637902376787.jpg,1,0.0,0.2,0.0,0.2,0.2,0.0,0.2,1.0,0.4,0.6,0.0,0.0,0.0,0.2,0.8,0.2,0.0,0.37001119181513786,0.4330215170048177,0.3795924624428153,0.3460143259726465,0.5052675474435091,0.7353311834158376,0.7539068511687219,0.8320648767985404,0.7709137378260493,0.7373862555250525,0.08082890172954649,0.09513099980540574,0.10318098962306976,0.06329535378608853,0.1517844907939434,1.0
218,218,1637902501296.jpg,1637902529485.jpg,1637902556942.jpg,1637902572613.jpg,1637902596785.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.2,0.2,0.0,0.4,0.2,0.6,0.6,0.0,0.5001618630485609,0.5986434102524072,0.5124773534480482,0.4630617394577712,0.591785985045135,0.7883860395522788,0.8100978837464936,0.9412925707874821,0.84827671200037,0.7449008044786751,0.17534299689577892,0.2085992156644352,0.2170221118722111,0.12636115087661892,0.19745528884232044,1.0
219,219,1637902780800.jpg,1637902807392.jpg,1637902823551.jpg,1637902842904.jpg,1637902858819.jpg,0,0.6,0.2,0.2,0.2,0.2,0.6,0.4,0.8,0.8,0.2,1.0,0.2,0.4,0.2,1.0,1.0,0.0,0.1080350218107924,0.1336725251749158,0.11874208692461252,0.09782624733634293,0.14432057179510593,0.2960428758524358,0.30205212242435664,0.3891533245332539,0.3398432338726707,0.22868648055009544,0.21430520934518427,0.2595060063758865,0.25792581075802445,0.129124004393816,0.12542980629950762,1.0
220,220,1637903019270.jpg,1637903051703.jpg,1637903065056.jpg,1637903088390.jpg,1637903124060.jpg,0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.8,0.6,1.0,0.2,0.0,0.8,1.0,1.0,0.0,0.24127410422079265,0.2794257651548833,0.2578127095475793,0.2250006446847692,0.4050592598505318,0.4370875031454489,0.4488420208217576,0.5003336125519127,0.4551493598846719,0.5133968768641353,0.10969001182820648,0.12800849316408858,0.13277258758898824,0.08854388602776453,0.1843626983463764,1.0
221,221,1637903843009.jpg,1637903861325.jpg,1637903879055.jpg,1637903894238.jpg,1637903910830.jpg,1,0.2,0.2,0.2,0.2,0.4,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.2,0.0,0.6,0.2,0.0,2.3129812572151423,2.3980801422148943,2.2935195080935955,2.2796695390716195,2.2717114835977554,2.7642031321302056,2.777176531031728,2.813976408913732,2.781058221589774,2.6756193386390805,2.6875130995176733,2.7468175860121846,2.708145323675126,2.516040892573073,2.4581998065114017,1.0
222,222,1637904120584.jpg,1637904138523.jpg,1637904161607.jpg,1637904217350.jpg,1637904237276.jpg,2,0.2,0.2,0.0,0.2,0.6,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.2,0.0,0.2,0.4,0.2,2.38221284840256,2.552889671176672,2.326450452208519,2.309693825431168,2.396508313715458,1.5100461752153933,1.5488288138294592,1.591364048072137,1.503765458241105,1.66219418682158,1.8164453043136743,1.968085549888201,1.8858208707533777,1.4997520842589438,1.5894610499963164,1.0
223,223,1637904395826.jpg,1637904426606.jpg,1637904442663.jpg,1637904460392.jpg,1637904474213.jpg,1,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.0,0.4,0.0,0.0,0.4,0.0,0.6,0.0,0.0,2.0995035134255886,2.137062297668308,2.101558856666088,2.082579313311726,2.1692084334790707,2.081535359378904,2.0882689254358406,2.0935555663891137,2.077041926793754,2.184941717423498,2.025204830104485,2.0363180981948967,2.0357548478059466,2.003308731131256,2.0548953586257994,1.0
224,224,1637904665944.jpg,1637904678878.jpg,1637904696161.jpg,1637904707411.jpg,1637904725361.jpg,2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.2,0.0,0.0,0.8,0.2,0.2,0.28741167299449444,0.3448996096849441,0.3013053936883807,0.26455708872526884,0.3498563067987561,0.43610751861706376,0.4467122480273247,0.5322613571770489,0.4743672739714384,0.43230328895151615,0.037710633128881454,0.0440533054061234,0.05091662611812353,0.028694187989458438,0.06709089269861579,1.0
225,225,1637904871887.jpg,1637904894676.jpg,1637904914262.jpg,1637904932744.jpg,1637904960444.jpg,2,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.295724821742624,2.510602539172396,2.2262643105350435,2.214209792437032,2.104548817500472,1.0618590487865731,1.08879274292849,1.1895853957394138,1.1078153748530897,1.046017435612157,1.7227850471390411,1.9504191796295345,1.863984654424712,1.2740979053778574,1.2811503778211772,1.0
226,226,1637905104192.jpg,1637905123892.jpg,1637905143549.jpg,1637905173873.jpg,1637905223386.jpg,2,0.6,0.8,0.8,0.4,0.8,0.4,0.4,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,1.0801159217953682,1.2653822079300878,1.0745109058916569,1.0100580453872678,1.1419286951422691,0.6883644047193229,0.7067623091861606,0.8073252001777291,0.7279750443994999,0.7232947312295437,0.7548643480986357,0.8789228815585375,0.8595602009445429,0.5411453787237406,0.6333374585956335,1.0
227,227,1637905409244.jpg,1637905430768.jpg,1637905454438.jpg,1637905469509.jpg,1637905489991.jpg,3,0.6,0.6,0.2,0.6,0.6,0.6,0.0,0.6,0.0,0.2,0.2,0.0,0.4,0.0,0.4,0.4,0.0,1.671852158382535,1.803574871271849,1.6359160104766488,1.6165118981152773,1.7501715999096632,0.6421817474765703,0.659265844617039,0.6770849920576438,0.6401663752039894,0.7943893205374479,0.7636951075401157,0.8295209887437522,0.8058087769895792,0.6479556022677571,0.7841345584020019,2.0
228,228,1637905627341.jpg,1637905646604.jpg,1637905689945.jpg,1637905704010.jpg,1637905724392.jpg,2,0.2,0.4,0.2,0.0,0.6,0.4,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,3.1477257143706083,3.306332252919674,3.076923420652747,3.0853481865487997,2.977412225678563,1.0641146480338648,1.0943640506593508,1.1629827417200431,1.0805046574678272,1.2077899822033942,1.3452248125104234,1.468094608397223,1.4152660738909617,1.1015532924793658,1.1851097263861448,1.0
229,229,1637905874558.jpg,1637905901337.jpg,1637905918020.jpg,1637905939663.jpg,1637905962326.jpg,2,0.6,1.0,0.4,0.6,0.8,0.4,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.5846807844936848,1.7037074575200677,1.5762060759589076,1.5406467663124204,1.5832993853837252,1.0550820897333324,1.059055537218228,1.0822619241662323,1.0614888735581192,1.0711258719675243,1.0587206031195822,1.0772119918838143,1.0808046609163284,1.0204715721774846,1.04061755631119,1.0
230,230,1637906092626.jpg,1637906114867.jpg,1637906136906.jpg,1637906171582.jpg,1637906192369.jpg,2,0.8,0.8,0.8,1.0,1.0,0.8,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,4.084672674536705,4.143254473805428,4.065287619829179,4.0603006333112726,4.049554482102393,3.6863258359953766,3.702725877054036,3.7281127367168665,3.6924021672457457,3.6373138222843413,3.782739687711,3.8284032670781016,3.798731917515397,3.640580348670482,3.545266142114997,1.0
231,231,1637906316220.jpg,1637906343115.jpg,1637906358691.jpg,1637906376946.jpg,1637906395010.jpg,1,0.2,0.8,0.2,0.2,1.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,1.1132514192722738,1.2563991807401178,1.0960381017066538,1.056920771021396,1.215271219611168,0.18039942067116502,0.1843807923141867,0.20725962845608592,0.1910117594525218,0.2901389626786113,0.6150977283250539,0.7112812276463956,0.689984189812094,0.4603312031831592,0.5706196893006563,1.0
232,232,1637906559918.jpg,1637906579374.jpg,1637906615366.jpg,1637906644162.jpg,1637906672848.jpg,2,0.2,0.4,0.4,0.2,0.4,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.75780467572622,0.8290142477490008,0.7407831121236086,0.7293565042782575,0.7299035936594009,0.08252776140579954,0.08319632959319279,0.10223343665711583,0.0903640381875448,0.11158514814451337,0.08300095418235287,0.09947370731970297,0.10706636973191053,0.0580002295318991,0.10184695618227124,1.0
233,233,1637906770488.jpg,1637906795993.jpg,1637906812824.jpg,1637906833808.jpg,1637906846989.jpg,2,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.3836383577436209,1.5174330659210682,1.362111857160926,1.3320735841989515,1.3976288456469774,0.8266918149311095,0.8419478600844741,0.90084603917785,0.8474470539949834,0.8367458819411695,0.460774221457541,0.5451579629443586,0.538562792353332,0.3311491149943322,0.4509288701228797,1.0
234,234,1637906989464.jpg,1637907003233.jpg,1637907022481.jpg,1637907047677.jpg,1637907075308.jpg,3,0.4,0.8,0.6,0.6,1.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.4,0.2,0.2,0.0,3.2324607325717807,3.2808343498036265,3.231229476630688,3.213739995844662,3.2747788839042187,3.0403718978632237,3.050508904037997,3.073140039807185,3.0500897616147995,3.0427742516621947,3.0262645394541323,3.0469684859272093,3.0413749215658754,2.9768633343046536,2.9677314930595458,2.0
235,235,1637907219031.jpg,1637907239843.jpg,1637907254579.jpg,1637907292897.jpg,1637907322467.jpg,3,0.6,1.0,1.0,1.0,1.0,0.6,0.2,0.6,0.0,0.8,0.2,0.2,0.4,0.4,0.4,0.4,0.0,4.633729934692383,4.700617372989655,4.60103851556778,4.605684518814087,4.5546700954437265,4.153941690921784,4.1770432591438285,4.2168831527233115,4.167660474777222,4.0933825969696045,4.367139816284181,4.438554793596269,4.3992256224155435,4.203474998474121,4.141362339258194,2.0
236,236,1637907460810.jpg,1637907474538.jpg,1637907485039.jpg,1637907508642.jpg,1637907529555.jpg,2,0.6,0.6,0.6,0.8,0.8,0.6,0.4,0.8,0.4,0.4,0.2,0.0,0.0,0.0,0.6,0.2,0.0,3.3678700625896454,3.600583642721176,3.2903371453285217,3.275759309530258,3.297456979751587,2.6043783873319626,2.656311020255089,2.768365830183029,2.6410367637872696,2.571604035794735,2.2409971058368683,2.4279743432998657,2.364355206489563,1.907914012670517,2.004945784807205,1.0
237,237,1637907687927.jpg,1637907714968.jpg,1637907733238.jpg,1637907759092.jpg,1637907777538.jpg,2,0.0,0.6,0.6,0.6,0.8,0.0,0.4,0.4,0.2,0.2,0.2,0.0,0.0,0.2,0.4,0.2,0.2,2.1942574232816696,2.3954174518585205,2.1709637194871902,2.119939491152764,2.17922705411911,1.1635116683319209,1.1667854711413383,1.2047989107668402,1.1802729917690158,1.2019680943340063,1.1612306954339149,1.2090326100587845,1.2089879903942349,1.0730796474963429,1.1245616748929024,1.0
238,238,1637907908238.jpg,1637907930863.jpg,1637907946533.jpg,1637907966852.jpg,1637907985681.jpg,3,0.6,0.6,0.4,0.6,0.6,0.4,0.0,0.6,0.0,0.4,0.0,0.0,0.2,0.0,0.4,0.2,0.0,2.875638524070382,2.9838553853333,2.8535642810165878,2.8325066436082125,2.8840068802237515,2.415397522971034,2.4363435711711645,2.4561673835851248,2.4116005988325924,2.504129151813686,2.4447733643464744,2.516444099135697,2.4938074885867536,2.314117283327505,2.3662111181765795,2.0
239,239,1637908122174.jpg,1637908153502.jpg,1637908177622.jpg,1637908195216.jpg,1637908217345.jpg,2,0.4,0.6,0.4,0.4,0.8,0.8,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.1304210145026445,2.266658898442984,2.0859646145254374,2.0737918158993125,2.0489046424627304,1.5790140554308891,1.6023795790970323,1.687872027978301,1.6129164267331362,1.5365383829921484,1.8246330888941884,1.8951742271892729,1.863465596921742,1.6342087439261377,1.5876672035083177,1.0
240,240,1637908682838.jpg,1637908715217.jpg,1637908736548.jpg,1637908761044.jpg,1637908790571.jpg,1,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.0,1.514685230795294,1.778835688252002,1.4632598548196256,1.4228791617788374,1.3117151418700814,0.5032137469388545,0.5159953667316586,0.6280867364257574,0.5571384096983821,0.4516559857875109,1.200280154356733,1.3645598015282303,1.3219560105353594,0.8564062435179949,0.7615602416917682,1.0
241,241,1637909149514.jpg,1637909203230.jpg,1637909221490.jpg,1637909239271.jpg,1637909262156.jpg,1,0.4,0.2,0.2,0.4,0.4,0.4,0.4,1.0,1.0,0.2,0.0,0.0,0.2,0.0,1.0,0.4,0.0,1.1809371104463935,1.3068428193219006,1.1501800920814276,1.131503036711365,1.1993037797510624,0.9539291234686972,0.9813435778487474,1.0384514566976577,0.9728969556745142,0.9946581455878912,1.1686542599927634,1.2834515790455043,1.2312552910298111,0.9262877164874226,0.9572600750252604,1.0
242,242,1640873296671.jpg,1640873318501.jpg,1640873331319.jpg,1640873341854.jpg,1640873357946.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.0,0.0,0.8,0.2,1.0,0.2,0.0,2.9501246511936188,3.1340861916542053,2.896374896168709,2.875109627842903,2.8812304586172104,4.593083143234253,4.6176636815071115,4.658589065074921,4.601151406764983,4.426313638687134,3.0494876205921173,3.2178854048252106,3.1431596577167515,2.67815063893795,2.6091963499784465,1.0
243,243,1640264593374.jpg,1640264623582.jpg,1640264636189.jpg,1640264655726.jpg,1640264667692.jpg,1,0.4,0.4,0.4,0.4,0.6,0.4,0.4,1.0,1.0,0.4,0.2,0.0,0.0,0.2,0.6,0.2,0.0,1.8673338331282137,1.9465394113212824,1.852995017543435,1.8350665755569933,1.881184283643961,1.887639076681808,1.9103737520053985,1.9580755939241496,1.9047301413957032,1.875913138501346,1.087920563062653,1.1148973838426173,1.1150748059153557,1.0349387004971504,1.0727122249081729,1.0
244,244,1640264964470.jpg,1640265012122.jpg,1640265044788.jpg,1640265054363.jpg,1640265064216.jpg,0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.8,0.2,0.4,0.0,0.2,0.0,0.8,0.8,0.0,0.042529536643996835,0.05018233740702272,0.05106534156948328,0.0385215173009783,0.07997346762567759,0.13729638932272792,0.1363785529974848,0.18280561547726396,0.15567749552428722,0.12388515705242753,0.0232450655894354,0.027303484617732462,0.03196988953277469,0.016720069688744843,0.04171187663450837,1.0
245,245,1640265323434.jpg,1640265334820.jpg,1640265348514.jpg,1640265369704.jpg,1640265390658.jpg,4,0.4,0.4,0.4,0.4,0.4,0.4,0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,3.8209418766200542,3.873232846148312,3.780639722943306,3.7997219664976,3.652829553931952,3.826757674803957,3.83996812463738,3.861951793311164,3.838683321373537,3.7291275649331515,3.6381508568883874,3.709734624600969,3.6643178398953746,3.4132436418440197,3.2452942254021764,2.0
246,246,1640265595472.jpg,1640265618203.jpg,1640265629297.jpg,1640265644472.jpg,1640265687705.jpg,8,0.6,0.4,0.4,0.6,0.4,0.8,0.8,1.0,0.2,0.4,0.2,0.2,0.0,0.4,0.6,0.2,0.4,3.766073269769549,3.825618883594871,3.7362174466252327,3.7422011885792017,3.704840362071991,3.7901610042899847,3.805109044536948,3.8285415209829807,3.800405155867338,3.735210007056594,3.72455596132204,3.773713570088148,3.743249999824912,3.5982531462796032,3.5790502130985264,4.0
247,247,1640265978613.jpg,1640266024793.jpg,1640266040080.jpg,1640266055513.jpg,1640266074354.jpg,0,0.2,0.0,0.0,0.2,0.4,0.2,0.0,0.8,0.8,0.2,0.0,0.0,0.2,0.2,1.0,0.4,0.0,0.2880346644669771,0.344638679176569,0.3123517241328955,0.2653988655656576,0.4239075109362602,0.2155303480103612,0.21848321985453367,0.2674017995595932,0.23694524075835946,0.27672142442315817,0.2338248970918357,0.27988423593342304,0.2863220404833555,0.16251613292843106,0.24088487681001425,1.0
248,248,1640266418560.jpg,1640266426097.jpg,1640266440495.jpg,1640266455002.jpg,1640266481879.jpg,1,0.4,0.0,0.0,0.0,0.2,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.3837631293572485,0.4487839019857347,0.4021596247330308,0.357683883048594,0.5529300048947334,0.2931322124786675,0.2994292117655277,0.3493096400052309,0.3131868112832308,0.3614392234012485,0.2129401301499456,0.25146823935210705,0.25771291134878993,0.15908425417728722,0.25917972484603524,1.0
249,249,1640266665020.jpg,1640266709301.jpg,1640266719170.jpg,1640266731314.jpg,1640266748604.jpg,8,0.6,0.6,0.6,0.8,0.8,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3.1710574496537447,3.270692391321063,3.1348082367330785,3.1310865115374327,3.1010611578822136,2.1252257078886028,2.1391358189284797,2.176429718732834,2.136941883713007,2.168381661176681,2.7621265393681824,2.8605844886042178,2.8194553912617266,2.5403483456466347,2.4921533158048987,4.0
250,250,1640267022231.jpg,1640267032386.jpg,1640267045563.jpg,1640267057572.jpg,1640267066078.jpg,0,0.2,0.0,0.0,0.0,0.2,0.4,0.2,1.0,0.0,0.2,0.2,0.0,0.2,0.0,0.8,0.2,0.0,0.21858882531523705,0.2633180497214198,0.2377062551677227,0.20077608153223991,0.3018707055598497,0.13202483020722866,0.13177899457514286,0.17679108446463945,0.1525140949524939,0.1330881416797638,0.28103779489174485,0.3358361111022532,0.3351107188500464,0.18219704809598625,0.2000503931194544,1.0
251,251,1640267333519.jpg,1640267367792.jpg,1640267383524.jpg,1640267393921.jpg,1640267409767.jpg,0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.2,0.4,0.2,0.4,0.0,1.0,0.6,0.4,0.3967044753953815,0.4608225533738732,0.40555050875991583,0.3712070919573307,0.506727097555995,0.7455611908808351,0.7643056167289615,0.8843665197491646,0.7989262603223324,0.6965137086808681,0.32352204294875264,0.3752186349593103,0.3705883570946753,0.24211048358120024,0.32087240368127823,1.0
252,252,1640267612405.jpg,1640267623100.jpg,1640267635767.jpg,1640267645832.jpg,1640267656089.jpg,3,0.4,0.2,0.2,0.2,0.4,0.4,0.4,1.0,0.6,0.2,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.7301269304007292,1.831148782745004,1.716893699020147,1.6923457141965628,1.7551341466605663,1.2194369519129395,1.2285948600620031,1.2818620298057797,1.2446899181231856,1.251326171681285,1.0475463308393955,1.102272389922291,1.0923960916697981,0.9241081033833324,0.933582621626556,2.0
253,253,1640267883178.jpg,1640267919702.jpg,1640267931639.jpg,1640267948392.jpg,1640267968607.jpg,3,0.2,0.0,0.0,0.2,0.4,0.2,0.2,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.3300635106861591,1.4080726969987154,1.32756975479424,1.3023009905591607,1.2766064815223217,1.915013739839196,1.9402698951307684,2.0904396513942634,2.001790844136849,1.642880754545331,1.2490465103182942,1.3027788568288088,1.3018821582663804,1.146041523432359,1.1322668809443712,2.0
254,254,1640268465423.jpg,1640268499310.jpg,1640268511469.jpg,1640268527734.jpg,1640268565456.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.4,0.0,0.0,0.0,0.2,0.4,0.4,0.0,1.06896207225509,1.1115397945977747,1.0666882051154971,1.0507722401525823,1.1249269619584084,0.782362840604037,0.7998100114054978,0.8375588175840676,0.7917234398191795,0.8566136918962002,0.39772848656866705,0.4576757734175772,0.4454067616024986,0.30476590897887945,0.4174020728096366,1.0
255,255,1640268973404.jpg,1640268990823.jpg,1640269006467.jpg,1640269016891.jpg,1640269026389.jpg,1,0.4,0.4,0.4,0.8,0.6,0.2,0.0,1.0,0.0,0.2,0.0,0.0,0.2,0.0,0.8,0.0,0.2,1.9967799335718155,2.0950635261833668,1.9840413182973864,1.9550279527902603,2.000069171190262,1.787625094875693,1.8051970954984424,1.8641828857362268,1.7997393552213907,1.8261178266257048,1.7660351637750864,1.8165573026053607,1.7901504007168114,1.6534388975705951,1.7032719030976295,1.0
256,256,1640269207572.jpg,1640269226827.jpg,1640269234656.jpg,1640269248190.jpg,1640269263930.jpg,8,0.2,0.4,0.2,0.2,0.4,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,1.2518744599074123,1.3064842205494642,1.267407424747944,1.2302772058174014,1.3106426503509283,1.057856570230797,1.0581286598462611,1.0720824899617585,1.06367253116332,1.092465799767524,1.0641570582520217,1.0781678585335612,1.0852353204973042,1.0403779748594388,1.075831988826394,4.0
257,257,1640269659011.jpg,1640269689792.jpg,1640269704043.jpg,1640269771105.jpg,1640269791996.jpg,2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.8,0.8,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.6134978998452425,0.7388920728117228,0.6050600241869688,0.5691534783691168,0.5140894912183285,0.9128565520513804,0.9231488346122204,0.9777039717882872,0.9434016225859524,0.8068355382420123,0.266370243858546,0.3269218350760639,0.3312142142094672,0.15588067402131855,0.14848174853250384,1.0
