,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?
2341,1643034220018.jpg,1643034226011.jpg,1643034234269.jpg,1643034245478.jpg,1643034252149.jpg,1,0.0,0.4,0.2,0.2,0.4,0.2,0.4,0.8,0.4,1.0,0.0,0.0,0.4,0.4,0.8,0.2,0.0
2342,1643034428957.jpg,1643034435676.jpg,1643034442331.jpg,1643034448420.jpg,1643034453444.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.8,0.0,0.4
2343,1643022598173.jpg,1643022606553.jpg,1643022630543.jpg,1643022637114.jpg,1643022644546.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.2,0.6,0.6,0.6,0.4,0.0
2344,1643022776899.jpg,1643022797062.jpg,1643022802543.jpg,1643022809624.jpg,1643022815824.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.4,0.0,0.6,0.6,0.6,0.6,0.0
2345,1643023035388.jpg,1643023042406.jpg,1643023050618.jpg,1643023063342.jpg,1643023076968.jpg,2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.4,0.2,0.0,0.6,0.6,0.2,0.2,0.0
2346,1643023303053.jpg,1643023311173.jpg,1643023317473.jpg,1643023327146.jpg,1643023341019.jpg,2,0.6,0.8,0.6,0.8,0.8,0.8,0.4,0.4,0.2,0.2,0.2,0.0,0.4,0.2,0.2,0.2,0.0
2347,1643023582754.jpg,1643023595785.jpg,1643023602785.jpg,1643023612080.jpg,1643023621028.jpg,6,0.4,0.8,0.8,0.8,1.0,0.4,0.2,0.2,0.0,0.6,0.0,0.0,0.8,0.8,0.2,0.0,0.0
2348,1643023867077.jpg,1643023876768.jpg,1643023890989.jpg,1643023902367.jpg,1643023914652.jpg,6,0.4,0.8,0.4,0.6,1.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0
2349,1643024073151.jpg,1643024085213.jpg,1643024092610.jpg,1643024101295.jpg,1643024117590.jpg,1,0.8,0.8,0.8,0.6,1.0,0.8,0.2,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0
2350,1643024379712.jpg,1643024268112.jpg,1643024278538.jpg,1643024291462.jpg,1643024302456.jpg,3,0.6,0.8,0.8,0.8,0.8,0.8,0.4,0.2,0.4,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.4
2351,1643020265958.jpg,1643020272761.jpg,1643020283487.jpg,1643020292361.jpg,1643020298565.jpg,1,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.6,0.2,0.2,0.4,0.0,0.8,0.2,0.6,0.8,0.0
2352,1643020407643.jpg,1643020416446.jpg,1643020429715.jpg,1643020438552.jpg,1643020444475.jpg,3,0.8,0.6,0.4,0.6,0.8,0.8,0.2,0.2,0.8,0.6,0.6,0.2,0.8,0.4,0.6,0.8,0.0
2353,1643020549301.jpg,1643020558353.jpg,1643020565884.jpg,1643020574536.jpg,1643020581761.jpg,1,0.6,0.2,0.2,0.2,0.8,0.8,0.4,0.2,0.4,0.2,0.6,0.0,0.6,0.2,0.2,0.6,0.0
2354,1643020678981.jpg,1643020691630.jpg,1643020703509.jpg,1643020712784.jpg,1643020720440.jpg,7,0.8,1.0,1.0,1.0,1.0,0.8,0.6,0.4,0.6,0.4,0.0,0.0,0.4,0.4,0.0,0.2,0.0
2355,1643020846569.jpg,1643020856609.jpg,1643020873405.jpg,1643020881808.jpg,1643020896483.jpg,6,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.8,0.8,0.0,0.0,0.0,0.6,0.2,0.2,0.0
2356,1643021067127.jpg,1643021041250.jpg,1643021055457.jpg,1643021082062.jpg,1643021124831.jpg,6,0.8,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.8,0.6,0.2,0.0,0.6,0.6,0.0,0.2,0.0
2357,1643021252113.jpg,1643021258796.jpg,1643021266657.jpg,1643021273368.jpg,1643021279999.jpg,5,0.4,0.8,0.8,0.8,0.8,0.6,0.4,0.2,0.4,0.6,0.0,0.0,0.4,0.6,0.0,0.2,0.0
2358,1643021451451.jpg,1643021465429.jpg,1643021486047.jpg,1643021498679.jpg,1643021511521.jpg,6,0.4,0.6,0.6,0.4,0.8,0.4,0.0,0.4,0.2,0.6,0.0,0.0,0.6,0.2,0.0,0.2,0.0
2359,1642773785513.jpg,1642773801408.jpg,1642773837700.jpg,1642773854766.jpg,1642773872096.jpg,2,0.0,0.4,0.0,0.4,0.6,0.2,0.2,0.2,0.8,0.4,0.6,0.0,0.8,0.6,0.8,0.8,0.2
2360,1642774048100.jpg,1642774164283.jpg,1642774082501.jpg,1642774102357.jpg,1642774126343.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.4,0.6,0.6,0.6,0.4,0.6,0.8,0.0
2361,1642774304798.jpg,1642774332992.jpg,1642774348461.jpg,1642774366597.jpg,1642774390586.jpg,3,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.4,0.6,0.8,1.0,0.2,0.4,0.8,0.0
2362,1642774646723.jpg,1642774669618.jpg,1642774695551.jpg,1642774713068.jpg,1642774728102.jpg,3,0.2,0.4,0.0,0.2,0.4,0.2,0.4,0.2,0.4,1.0,0.4,0.0,0.8,0.8,0.8,0.4,0.0
2363,1642774898399.jpg,1642774919452.jpg,1642774952089.jpg,1642774967212.jpg,1642774981053.jpg,7,0.6,0.8,0.8,0.8,0.8,0.4,0.8,0.2,1.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.2
2364,1642775168570.jpg,1642775186745.jpg,1642775198716.jpg,1642775220391.jpg,1642775243744.jpg,8,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.6,1.0,0.4,0.8,0.0,0.8,0.4,1.0,1.0,0.0
2365,1642775410642.jpg,1642775425324.jpg,1642775448999.jpg,1642775466184.jpg,1642775490348.jpg,1,0.6,0.8,0.6,1.0,0.8,0.6,0.4,0.4,1.0,0.2,0.2,0.0,0.6,0.2,0.6,0.2,0.0
2366,1642775613128.jpg,1642775645779.jpg,1642775673155.jpg,1642775686730.jpg,1642775709383.jpg,4,0.8,0.6,0.4,0.6,0.8,1.0,0.4,0.8,1.0,0.0,0.6,0.0,0.8,0.0,0.6,0.6,0.0
2367,1642775894578.jpg,1642775914005.jpg,1642775940513.jpg,1642775967008.jpg,1642775996096.jpg,4,0.4,0.8,0.6,0.6,0.8,0.2,0.8,0.0,0.8,0.0,0.4,0.0,0.8,0.2,0.0,0.4,0.0
2368,1642776140813.jpg,1642776158687.jpg,1642776177938.jpg,1642776195616.jpg,1642776208494.jpg,8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.2,0.4,0.2,0.0,0.0,0.6,0.0,0.4,0.0,0.2
2369,1642776352097.jpg,1642776364807.jpg,1642776391440.jpg,1642776403256.jpg,1642776412742.jpg,3,0.0,0.6,0.4,0.2,0.6,0.0,0.0,0.4,0.2,0.6,0.0,0.0,0.4,0.6,0.8,0.0,0.0
2370,1642776553477.jpg,1642776568025.jpg,1642776585597.jpg,1642776605829.jpg,1642776622434.jpg,2,0.8,0.8,0.8,0.8,0.8,0.6,0.0,0.2,0.8,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0
2371,1642776757371.jpg,1642776775067.jpg,1642776786370.jpg,1642776800431.jpg,1642776814397.jpg,4,0.4,0.6,0.4,0.4,0.6,0.6,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0
2372,1642777015889.jpg,1642777031623.jpg,1642777047092.jpg,1642777060543.jpg,1642777077629.jpg,4,0.2,0.6,0.2,0.2,0.6,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0
2373,1642777245253.jpg,1642777260126.jpg,1642777271016.jpg,1642777285307.jpg,1642777299733.jpg,4,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2374,1642777566441.jpg,1642777577878.jpg,1642777604989.jpg,1642777619881.jpg,1642777634734.jpg,9,0.4,1.0,0.8,0.6,1.0,0.6,0.2,0.2,0.8,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0
2375,1642777862189.jpg,1642777893942.jpg,1642777922247.jpg,1642777933771.jpg,1642777947636.jpg,9,0.4,1.0,0.8,0.8,1.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,1642778119779.jpg,1642778139887.jpg,1642778160407.jpg,1642778172181.jpg,1642778188392.jpg,7,0.8,0.8,0.8,0.6,0.8,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,1642778327935.jpg,1642778340566.jpg,1642778351374.jpg,1642778370016.jpg,1642778381893.jpg,7,0.2,0.6,0.6,0.4,0.6,0.4,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
2378,1642778769984.jpg,1642778790563.jpg,1642778811532.jpg,1642778822236.jpg,1642778838694.jpg,8,0.4,0.4,0.4,0.4,0.6,0.6,0.0,0.0,0.8,0.0,0.2,0.0,0.6,0.0,0.2,0.2,0.0
2379,1642779103395.jpg,1642779118272.jpg,1642779135821.jpg,1642779145850.jpg,1642779158186.jpg,10,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.8,0.2,0.0,0.4,0.2,0.8,0.0,0.6,0.6,0.0
2380,1642779851652.jpg,1642779867857.jpg,1642779878971.jpg,1642779895897.jpg,1642779906773.jpg,8,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0
2381,1642780030649.jpg,1642780042321.jpg,1642780062151.jpg,1642780073969.jpg,1642780084041.jpg,4,0.6,0.8,0.8,0.8,0.8,0.6,0.2,0.4,0.2,0.2,0.0,0.0,0.2,0.0,0.8,0.0,0.0
2382,1642780193129.jpg,1642780205972.jpg,1642780221932.jpg,1642780235092.jpg,1642780245454.jpg,1,0.0,0.2,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.8,0.8,0.4,0.2,0.0
2383,1642682309816.jpg,1642682335343.jpg,1642682355459.jpg,1642682375241.jpg,1642682396962.jpg,0,0.6,0.4,0.6,0.4,0.6,0.2,0.4,0.2,0.6,0.4,0.6,0.0,0.0,0.6,0.8,0.2,0.2
2384,1642682537406.jpg,1642682571758.jpg,1642682594510.jpg,1642682612213.jpg,1642682624531.jpg,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.8,0.8,0.0,0.0,0.6,0.6,1.0,0.4,0.0
2385,1642682783933.jpg,1642682804877.jpg,1642682820211.jpg,1642682843247.jpg,1642682862820.jpg,1,0.4,0.6,0.6,0.6,0.6,0.4,0.2,0.8,0.4,0.6,0.0,0.0,0.6,0.8,0.6,0.8,0.4
2386,1642682988102.jpg,1642683005913.jpg,1642683017973.jpg,1642683043663.jpg,1642683059181.jpg,0,0.4,0.4,0.2,0.4,0.6,0.4,0.8,0.0,0.6,0.4,0.2,0.0,0.2,0.4,0.6,0.2,0.0
2387,1642683293510.jpg,1642683306803.jpg,1642683327477.jpg,1642683344605.jpg,1642683384996.jpg,0,0.8,0.8,0.6,0.8,0.8,0.8,0.6,1.0,0.2,0.6,0.0,0.0,0.6,0.4,0.6,0.4,0.0
2388,1642683531753.jpg,1642683544862.jpg,1642683564903.jpg,1642683589689.jpg,1642683609507.jpg,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.2,0.6,0.0,0.0,0.6,0.6,0.4,0.2,0.0
2389,1642683727433.jpg,1642683749474.jpg,1642683796179.jpg,1642683819552.jpg,1642683845596.jpg,0,0.4,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.6,0.2,0.4,0.0,0.8,0.4,0.4,0.4,0.4
2390,1642683976361.jpg,1642683991430.jpg,1642684010788.jpg,1642684031261.jpg,1642684048857.jpg,1,0.4,0.6,0.4,0.6,0.6,0.2,0.2,0.6,0.2,0.6,0.2,0.2,0.4,0.4,0.4,0.2,0.2
2391,1642684145684.jpg,1642684158497.jpg,1642684175186.jpg,1642684189931.jpg,1642684205005.jpg,2,0.6,0.6,0.4,0.4,0.4,0.2,0.2,0.8,0.2,0.2,0.0,0.0,0.4,0.8,0.4,0.0,0.0
2392,1642684326836.jpg,1642684346937.jpg,1642684384550.jpg,1642684402879.jpg,1642684416198.jpg,0,1.0,0.6,0.4,0.4,0.6,1.0,0.6,0.8,0.8,0.0,0.0,0.0,0.8,0.2,0.6,0.4,0.0
2393,1642684515816.jpg,1642684534314.jpg,1642684550000.jpg,1642684565575.jpg,1642684577266.jpg,3,0.8,0.8,0.6,0.6,0.6,0.8,0.2,0.6,0.6,0.6,0.0,0.0,0.4,0.6,0.2,0.4,0.2
2394,1642684685996.jpg,1642684697818.jpg,1642684710969.jpg,1642684723424.jpg,1642684741047.jpg,0,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.6,0.8,0.0,0.0,0.4,1.0,0.4,0.8,0.2
2395,1642684910734.jpg,1642684923514.jpg,1642684935907.jpg,1642684952925.jpg,1642684977908.jpg,0,0.4,0.4,0.4,0.4,0.6,0.2,0.0,0.4,0.2,0.0,0.4,0.0,0.8,0.4,0.4,0.6,0.0
2396,1642685086594.jpg,1642685105641.jpg,1642685120807.jpg,1642685136543.jpg,1642685152528.jpg,0,0.0,0.6,0.6,0.4,0.6,0.0,0.4,0.6,0.6,0.6,0.8,0.0,0.6,0.6,0.6,0.8,0.0
2397,1642685296748.jpg,1642685318326.jpg,1642685354282.jpg,1642685467961.jpg,1642685387178.jpg,0,0.2,0.0,0.0,0.0,0.2,0.2,0.6,0.8,0.4,0.4,0.2,0.2,0.4,0.4,0.6,0.8,0.2
2398,1643018933405.jpg,1643018948864.jpg,1643018974143.jpg,1643019012138.jpg,1643019028666.jpg,2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.6,0.4,0.0,0.8,0.6,0.4,0.4,0.0
2399,1643807611854.jpg,1643807619549.jpg,1643807626915.jpg,1643807635270.jpg,1643807649958.jpg,4,0.2,0.4,0.4,0.6,0.6,0.4,0.2,0.2,0.0,0.8,0.2,0.0,0.8,1.0,0.6,0.4,0.0
2400,1643018177988.jpg,1643018192634.jpg,1643018204774.jpg,1643018215206.jpg,1643018223907.jpg,6,0.4,0.2,0.2,0.4,0.2,0.4,0.0,0.2,0.0,0.6,0.2,0.0,0.6,0.6,0.8,0.2,0.0
2401,1643017951527.jpg,1643017965514.jpg,1643017971693.jpg,1643017980387.jpg,1643017992244.jpg,10,0.8,1.0,1.0,1.0,1.0,0.8,0.2,0.8,0.0,1.0,0.2,0.2,0.6,0.8,0.4,0.2,0.0
2402,1643017721727.jpg,1643017729696.jpg,1643017754635.jpg,1643017762757.jpg,1643017844164.jpg,5,0.6,0.8,0.8,0.6,0.8,0.6,0.4,0.6,0.0,0.2,0.2,0.0,0.4,0.2,0.0,0.2,0.2
2403,1643015575413.jpg,1643015587028.jpg,1643015593926.jpg,1643015602706.jpg,1643015610302.jpg,2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.8,0.0,0.6,0.4,0.0
2404,1643015336808.jpg,1643015345236.jpg,1643015354183.jpg,1643015362467.jpg,1643015378122.jpg,9,0.6,0.4,0.2,0.4,0.8,0.8,0.2,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0
2405,1643015143803.jpg,1643015194966.jpg,1643015204206.jpg,1643015217816.jpg,1643015225740.jpg,7,0.4,0.8,0.8,0.8,0.8,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.8,0.0,0.4,0.0,0.0
2406,1643014862258.jpg,1643014880571.jpg,1643014893564.jpg,1643014907049.jpg,1643014920846.jpg,10,0.6,0.8,0.8,0.8,0.8,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.0
2407,1643013849444.jpg,1643013867093.jpg,1643013876350.jpg,1643013886164.jpg,1643013894170.jpg,9,0.4,0.6,0.2,0.2,0.6,0.4,0.2,0.4,0.0,0.4,0.0,0.0,0.0,0.6,0.6,0.0,0.2
2408,1643013601333.jpg,1643013626034.jpg,1643013633285.jpg,1643013641496.jpg,1643013649048.jpg,8,0.2,0.2,0.2,0.4,0.4,0.2,0.2,1.0,0.0,0.6,0.4,0.2,0.6,0.6,0.6,0.4,0.2
2409,1643013379371.jpg,1643013395682.jpg,1643013409098.jpg,1643013423072.jpg,1643013445387.jpg,10,0.6,0.6,0.6,0.4,0.6,0.6,0.2,0.6,0.0,0.8,0.2,0.0,0.4,0.8,0.6,0.4,0.0
2410,1643013048021.jpg,1643013063907.jpg,1643013077310.jpg,1643013090217.jpg,1643013105357.jpg,3,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.4,0.6,0.0,0.4,0.6,0.6,0.6,0.2
2411,1643012820876.jpg,1643012831015.jpg,1643012842296.jpg,1643012864488.jpg,1643012873025.jpg,10,0.6,0.4,0.4,0.4,0.8,0.6,0.0,0.0,0.2,0.2,0.4,0.0,0.2,0.4,0.4,0.4,0.0
2412,1643012631791.jpg,1643012642933.jpg,1643012650553.jpg,1643012663077.jpg,1643012675698.jpg,10,0.0,0.6,0.4,0.6,0.6,0.0,0.2,0.8,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2
2413,1643012344209.jpg,1643012355716.jpg,1643012366046.jpg,1643012382450.jpg,1643012394952.jpg,10,0.4,0.6,0.4,0.6,0.8,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.6,0.2,0.2,0.4,0.0
2414,1643012145031.jpg,1643012156755.jpg,1643012170219.jpg,1643012184722.jpg,1643012198893.jpg,10,0.6,0.6,0.6,0.8,0.6,0.6,0.4,0.8,0.0,0.2,0.8,0.4,1.0,0.2,0.2,0.8,0.2
2415,1643011898293.jpg,1643011907431.jpg,1643011918613.jpg,1643011931059.jpg,1643011942555.jpg,10,0.8,1.0,0.8,1.0,1.0,0.8,0.4,0.4,1.0,0.2,0.4,0.0,1.0,0.2,0.2,0.2,0.0
2416,1643011702003.jpg,1643011722367.jpg,1643011731969.jpg,1643011745532.jpg,1643011757692.jpg,10,1.0,0.8,0.8,0.8,0.8,1.0,0.2,0.4,0.8,0.6,0.0,0.0,0.0,0.4,0.0,0.4,0.0
2417,1643011498094.jpg,1643011522786.jpg,1643011537813.jpg,1643011549086.jpg,1643011566752.jpg,8,0.0,0.6,0.2,0.8,1.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.6,0.4,0.2,0.0,0.0
2418,1643011290560.jpg,1643011308379.jpg,1643011332295.jpg,1643011346474.jpg,1643011368742.jpg,9,0.8,0.8,0.6,1.0,0.8,0.8,0.4,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.6,0.4,0.0
2419,1643010697151.jpg,1643010713602.jpg,1643010726802.jpg,1643010738086.jpg,1643010762480.jpg,7,0.2,0.8,0.2,0.4,1.0,0.2,0.2,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
2420,1643010464146.jpg,1643010493441.jpg,1643010507159.jpg,1643010518411.jpg,1643010533990.jpg,8,0.2,0.4,0.0,0.2,0.8,0.4,0.0,0.6,0.0,0.6,0.0,0.0,0.2,0.4,0.2,0.0,0.2
2421,1643010173961.jpg,1643010188582.jpg,1643010205787.jpg,1643010226211.jpg,1643010280655.jpg,7,0.0,0.8,0.4,0.8,0.8,0.4,0.2,0.4,0.6,0.4,0.2,0.0,0.4,0.6,0.4,0.0,0.0
2422,1642781436426.jpg,1642781449768.jpg,1642781463272.jpg,1642781486069.jpg,1642781499365.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.6,0.6,0.4,0.0
2423,1642781598582.jpg,1642781666446.jpg,1642781623579.jpg,1642781636973.jpg,1642781648582.jpg,0,0.0,0.4,0.2,0.4,0.4,0.0,0.4,0.4,0.0,0.2,0.2,0.0,0.4,0.0,0.6,0.2,0.4
2424,1642781794908.jpg,1642781805689.jpg,1642781825380.jpg,1642781841072.jpg,1642781855699.jpg,1,0.8,1.0,1.0,1.0,1.0,0.8,0.4,0.4,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2
2425,1642782030010.jpg,1642782063563.jpg,1642782102218.jpg,1642782115991.jpg,1642782129726.jpg,10,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.4,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
2426,1642782531979.jpg,1642782550835.jpg,1642782574821.jpg,1642782587963.jpg,1642782604412.jpg,10,0.6,1.0,1.0,0.8,1.0,0.6,0.2,0.2,0.2,1.0,0.0,0.0,0.2,1.0,0.2,0.2,0.0
2427,1642782765378.jpg,1642782789288.jpg,1642782806175.jpg,1642782831892.jpg,1642782861179.jpg,9,0.6,0.6,0.4,0.8,0.8,0.6,0.0,0.0,0.8,0.2,0.0,0.0,0.6,0.2,0.2,0.4,0.4
2428,1643108107849.jpg,1643108137792.jpg,1643108149613.jpg,1643108176733.jpg,1643108186709.jpg,4,0.8,1.0,0.8,1.0,1.0,1.0,0.6,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.6,0.4
2429,1643108368668.jpg,1643108377340.jpg,1643108396114.jpg,1643108406545.jpg,1643108420700.jpg,2,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.6,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.0
2430,1643108638979.jpg,1643108675804.jpg,1643108685386.jpg,1643108693522.jpg,1643108702961.jpg,3,0.2,0.2,0.2,0.4,0.2,0.2,0.0,0.4,0.0,0.0,0.6,0.2,1.0,0.2,0.4,0.6,0.2
2431,1643109008682.jpg,1643109021347.jpg,1643109027687.jpg,1643109046612.jpg,1643109056980.jpg,9,0.6,0.6,0.6,0.6,0.6,0.6,0.2,0.6,0.0,0.6,0.4,0.2,0.2,0.6,0.2,0.6,0.6
2432,1643109207025.jpg,1643109221974.jpg,1643109229513.jpg,1643109238666.jpg,1643109250113.jpg,10,0.6,0.8,0.6,0.6,1.0,0.6,0.4,0.4,0.0,0.6,0.0,0.0,0.2,0.4,0.2,0.8,0.2
2433,1642584660643.jpg,1642584681696.jpg,1642584712964.jpg,1642584741308.jpg,1642584758893.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.2,0.0,0.2,0.2,0.8,0.8
2434,1642585039743.jpg,1642585075289.jpg,1642585105258.jpg,1642585119372.jpg,1642585134765.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.6,0.0,0.0,0.0,0.4,0.8,0.2
2435,1642585437302.jpg,1642585452486.jpg,1642585474425.jpg,1642585492198.jpg,1642585511684.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,1.0,0.4
2436,1642585726393.jpg,1642585743913.jpg,1642585755679.jpg,1642585772653.jpg,1642585788036.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.6,0.0,0.0,0.2,0.4,1.0,0.2
2437,1642586036597.jpg,1642586052611.jpg,1642586064696.jpg,1642586083678.jpg,1642586104242.jpg,1,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.8,0.4,0.0,0.0,0.6,0.0,1.0,0.2
2438,1642586317972.jpg,1642586333759.jpg,1642586346064.jpg,1642586367813.jpg,1642586384517.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.4,0.2,1.0,0.2
2439,1642586519485.jpg,1642586531253.jpg,1642586542076.jpg,1642586554998.jpg,1642586572345.jpg,0,0.2,0.2,0.2,0.2,0.4,0.0,0.0,0.8,0.0,0.8,0.6,0.0,0.0,0.4,0.4,1.0,0.2
2440,1643027204202.jpg,1643027305686.jpg,1643027324999.jpg,1643027344927.jpg,1643027363263.jpg,4,0.6,1.0,0.6,0.8,1.0,0.6,0.8,0.8,1.0,0.2,0.4,0.0,0.2,0.0,0.8,0.4,0.0
2441,1643027522787.jpg,1643027540707.jpg,1643027561851.jpg,1643027577509.jpg,1643027595740.jpg,9,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,1.0,0.2,0.0,0.0,0.4,0.0,0.2,0.2,0.0
2442,1643028101552.jpg,1643028119887.jpg,1643028132395.jpg,1643028145358.jpg,1643028160272.jpg,10,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.2,0.4,0.0,0.0,0.4,0.4,0.2,0.0,0.2
2443,1643028340004.jpg,1643028357941.jpg,1643028379029.jpg,1643028397423.jpg,1643028419894.jpg,10,1.0,1.0,1.0,1.0,1.0,0.8,0.4,0.4,0.8,0.8,0.2,0.0,0.8,1.0,0.0,0.2,0.2
2444,1643028620762.jpg,1643028638848.jpg,1643028663486.jpg,1643028678787.jpg,1643028705688.jpg,10,0.8,1.0,1.0,1.0,1.0,0.8,0.6,0.6,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.2,0.2
2445,1643014932125.jpg,1643014942193.jpg,1643014958592.jpg,1643014968716.jpg,1643014983067.jpg,3,0.2,0.0,0.0,0.0,0.4,0.4,0.2,0.4,0.4,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
2446,1643014751184.jpg,1643014770661.jpg,1643014783111.jpg,1643014795079.jpg,1643014810142.jpg,1,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,0.0,0.6,0.2,0.2,0.0,0.6,0.6,0.8,0.4
2447,1643014566510.jpg,1643014575380.jpg,1643014587423.jpg,1643014611537.jpg,1643014628906.jpg,3,0.2,0.2,0.2,0.4,0.4,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.4,0.6,0.2
2448,1643014410373.jpg,1643014422545.jpg,1643014434992.jpg,1643014453335.jpg,1643014471439.jpg,0,0.2,0.2,0.0,0.6,0.2,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0
2449,1643014190021.jpg,1643014215915.jpg,1643014229679.jpg,1643014258668.jpg,1643014270710.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.2,0.2,0.4,0.0,0.8,0.6,1.0,0.8,0.0
2450,1643013964898.jpg,1643013976596.jpg,1643013998066.jpg,1643014008293.jpg,1643014031056.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.2,0.6,0.2,0.0,0.2,0.8,0.6,0.8,0.2
2451,1643015076859.jpg,1643015090482.jpg,1643015116059.jpg,1643015135366.jpg,1643015159246.jpg,3,0.6,0.6,0.6,0.6,0.8,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.2
2452,1643015274332.jpg,1643015288631.jpg,1643015327821.jpg,1643015338239.jpg,1643015346676.jpg,1,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.4,0.0,0.0
